,inspection_id,dba_name,license_,facility_type,zip,inspection_date,latitude,longitude,year,category
97289,1975234,nuts on clark union,32269.0,restaurant,60606.0,2016-11-10,41.878531278353606,-87.63942745962717,2016,Restaurant
97290,1965311,burger king  ,3800.0,restaurant,60641.0,2016-09-26,41.95598090917183,-87.75027916232122,2016,Restaurant
97291,1971109,bru coffee house,2320241.0,restaurant,60622.0,2016-11-09,41.90980908106078,-87.67680322894024,2016,Restaurant
97292,1960613,the grill on the alley,83788.0,restaurant,60611.0,2016-09-16,41.89953902796158,-87.62398900032618,2016,Restaurant
97294,1954117,el campestre restaurant  inc ,1913919.0,restaurant,60632.0,2016-09-09,41.81669824919776,-87.70022697053886,2016,Restaurant
97295,1965741,lawn magic lounge,36126.0,restaurant,60629.0,2016-09-30,41.769772014709886,-87.7226794740646,2016,Restaurant
97296,1975481,la storia,2262414.0,restaurant,60610.0,2016-11-15,41.90346708011186,-87.63011945700312,2016,Restaurant
97303,1961199,la  michoacana,61695.0,restaurant,60608.0,2016-09-26,41.85203469202462,-87.67778652286573,2016,Restaurant
97306,1751373,ra sushi,78398.0,restaurant,60610.0,2016-04-05,41.90317003710912,-87.62847163882078,2016,Restaurant
97309,1960511,zoom pizza factory  inc ,2431675.0,restaurant,60614.0,2016-09-15,41.92051353555901,-87.66308211916433,2016,Restaurant
97311,1971032,piggyback,2412121.0,restaurant,60661.0,2016-11-08,41.88199433820508,-87.6397586848809,2016,Restaurant
97312,1970362,cuetzala gro  restaurant,1578895.0,restaurant,60626.0,2016-10-27,42.01548127617378,-87.67526202547505,2016,Restaurant
97315,1961163,marlin s fish   chicken  inc ,2379667.0,restaurant,60628.0,2016-09-23,41.678068277551226,-87.6228064913637,2016,Restaurant
97316,1970401,the waterhole lounge,81970.0,restaurant,60608.0,2016-10-27,41.862940665238334,-87.68608143770022,2016,Restaurant
97317,1967179,the silver palm restaurant,1168049.0,restaurant,60642.0,2016-10-25,41.89575893220224,-87.65489621523258,2016,Restaurant
97318,1966475,docks,1445981.0,restaurant,60620.0,2016-10-14,41.73638004558818,-87.62750921902564,2016,Restaurant
97319,1955333,chicago s original maxwell st,1249273.0,restaurant,60609.0,2016-11-02,41.79728428953733,-87.68427030634453,2016,Restaurant
97321,1970899,chicago grind,2328390.0,restaurant,60640.0,2016-11-04,41.97799421086391,-87.66006120070982,2016,Restaurant
97324,1954104,restaurant 2 amigos,21363.0,restaurant,60647.0,2016-09-09,41.92323194881105,-87.69811165074397,2016,Restaurant
97327,1975262,mama s boy,1542362.0,restaurant,60654.0,2016-11-10,41.890581105655016,-87.62947502886496,2016,Restaurant
97328,1961047,the house of bing,15582.0,restaurant,60649.0,2016-09-22,41.76896052011414,-87.56667053733712,2016,Restaurant
97329,1960499,flat top grill,2262601.0,restaurant,60603.0,2016-09-15,41.88133480594687,-87.62633546646605,2016,Restaurant
97330,1953763,star kitchen,2368554.0,restaurant,60616.0,2016-09-02,41.837812890595934,-87.6354568338994,2016,Restaurant
97331,1441996,cafe creme,2141668.0,restaurant,60647.0,2015-07-31,41.91292354685986,-87.67737209433093,2016,Restaurant
97333,1965674,division grocery plus inc,2397869.0,restaurant,60651.0,2016-09-30,41.90260109664442,-87.72167212754783,2016,Restaurant
97336,1960901,tavern on littlefort,1247262.0,restaurant,60618.0,2016-09-19,41.95677163177934,-87.68075733672262,2016,Restaurant
97337,1965266,sunny sub,2314109.0,restaurant,60644.0,2016-09-26,41.88049227632794,-87.75427253120432,2016,Restaurant
97339,1960814,hampton inn chicago downtown west loop,2470573.0,restaurant,60661.0,2016-09-20,41.88373719653956,-87.64286160763208,2016,Restaurant
97340,1965394,new polonia club inc ,1742352.0,restaurant,60634.0,2016-09-27,41.93830438210933,-87.7787630255598,2016,Restaurant
97343,1967120,yummy yummy noodles  inc ,2495710.0,restaurant,60616.0,2016-10-24,41.84995400192252,-87.63209419559098,2016,Restaurant
97344,1970238,hong kong restaurant,2298606.0,restaurant,60626.0,2016-10-25,42.008279359891695,-87.67394733296669,2016,Restaurant
97354,1965706,panini piazza,2442466.0,restaurant,60634.0,2016-09-30,41.94521257883548,-87.82372778017668,2016,Restaurant
97357,1965886,lowcountry,1042664.0,restaurant,60657.0,2016-10-04,41.942869318828365,-87.65286280377227,2016,Restaurant
97358,1970716,sarah   lee s cafe   catering,22641.0,restaurant,60651.0,2016-11-02,41.89474834949864,-87.76505696129178,2016,Restaurant
97359,1975248,aroy thai restaurant,2452369.0,restaurant,60625.0,2016-11-10,41.96674457471551,-87.67927390838989,2016,Restaurant
97361,1961078,hvac pub,2231918.0,restaurant,60657.0,2016-09-22,41.94634047438016,-87.65599520228524,2016,Restaurant
97364,1951222,early society llc,2447234.0,restaurant,60601.0,2016-09-01,41.88670773797291,-87.6307945777937,2016,Restaurant
97366,1960288,bob san sushi bar,1921939.0,restaurant,60622.0,2016-09-13,41.90315323488667,-87.67258598142035,2016,Restaurant
97370,1559628,the monkeys paw,1991375.0,restaurant,60614.0,2015-06-26,41.92782819932113,-87.66355568079454,2016,Restaurant
97372,1966294,new chicago restaurant,1698884.0,restaurant,60625.0,2016-10-11,41.97413796982923,-87.68923601790834,2016,Restaurant
97374,1966599,lapilluelita  demicoacan,2405646.0,restaurant,60629.0,2016-10-17,41.77900603952042,-87.70779461927461,2016,Restaurant
97376,1954121,famous shea s jerk chicken   bbq,2476978.0,restaurant,60620.0,2016-09-09,41.72896519161774,-87.66301106677602,2016,Restaurant
97377,1970221,windy city carvers,2363807.0,restaurant,60666.0,2016-10-25,42.008536400868735,-87.91442843927047,2016,Restaurant
97378,1960417,apollo s 2000,12125.0,restaurant,60623.0,2016-09-14,41.85174848380867,-87.69858330280414,2016,Restaurant
97381,1970701,mr  j s,1741356.0,restaurant,60610.0,2016-11-02,41.89747568353471,-87.6283680935244,2016,Restaurant
97385,1966398,chicago submarine inc,85401.0,restaurant,60651.0,2016-10-13,41.89489092409063,-87.74608042225631,2016,Restaurant
97386,1971075,starbucks coffee,23093.0,restaurant,60606.0,2016-11-08,41.8805570251432,-87.63713177610846,2016,Restaurant
97389,1953459,river roast,1647557.0,restaurant,60654.0,2016-08-30,41.887920731996346,-87.63235953008895,2016,Restaurant
97390,1970984,kitchen sink,2008501.0,restaurant,60640.0,2016-11-08,41.97806214845714,-87.65820552187341,2016,Restaurant
97392,1960598,next door cafe,2108605.0,restaurant,60614.0,2016-09-16,41.93267184507835,-87.64588284297157,2016,Restaurant
97393,1975432,aramark   loyola denobili,2278073.0,restaurant,60660.0,2016-11-15,41.99790804234051,-87.6572011479441,2016,Restaurant
97394,1966072,edible arrangements  1250,2074321.0,restaurant,60626.0,2016-10-06,42.019289941587736,-87.67580161669515,2016,Restaurant
97396,1967148,loretta s bake shop and cafe,2136896.0,restaurant,60607.0,2016-10-25,41.884232073890814,-87.65125632895113,2016,Restaurant
97399,1970788,flavor s southern cooking,2398295.0,restaurant,60651.0,2016-11-03,41.90198374548828,-87.76904927374152,2016,Restaurant
97400,1960995,kie gol lanee comida tradicional oaxaquena,2492153.0,restaurant,60640.0,2016-09-22,41.9734781495112,-87.65507958945189,2016,Restaurant
97401,1970823,latin american rest   lounge,1058.0,restaurant,60622.0,2016-11-03,41.90282132997605,-87.69614329943664,2016,Restaurant
97403,1971061,number 1 chop suey,1677434.0,restaurant,60649.0,2016-11-08,41.76113827175918,-87.58634581379175,2016,Restaurant
97404,1966908,double happiness enterprises  inc ,27480.0,restaurant,60640.0,2016-10-20,41.97316839903074,-87.65736357565746,2016,Restaurant
97405,1953575,dena kitchen,2354522.0,restaurant,60647.0,2016-08-31,41.92478358339969,-87.7110866887332,2016,Restaurant
97406,1966060,the sandwich coffee shop,2422881.0,restaurant,60629.0,2016-10-06,41.77856475456081,-87.72156854584296,2016,Restaurant
97407,1960914,ruby s fast food,54030.0,restaurant,60618.0,2016-09-19,41.96112819802538,-87.72216036908962,2016,Restaurant
97410,1965347,ma gong   la po,2120933.0,restaurant,60616.0,2016-09-27,41.85250898151474,-87.63185843864964,2016,Restaurant
97414,1965925,la crosta woodfire pizzeria italiana,2432032.0,restaurant,60614.0,2016-10-05,41.924892803987134,-87.6481983972586,2016,Restaurant
97415,1960494,cafe iberico,1771664.0,restaurant,60654.0,2016-09-15,41.895815086968895,-87.63254774192721,2016,Restaurant
97417,1953332,checkers drive in restaurants,2177289.0,restaurant,60609.0,2016-08-29,41.79491574083117,-87.63037666540296,2016,Restaurant
97419,1954021,el kaporal restaurant,2178035.0,restaurant,60632.0,2016-09-08,41.801114147503455,-87.72792013428698,2016,Restaurant
97421,1966568,united first international lounge t1 concourse c,1333242.0,restaurant,60666.0,2016-10-17,42.008536400868735,-87.91442843927047,2016,Restaurant
97422,1966355,los pekes ice cream and coffee,2327853.0,restaurant,60629.0,2016-10-13,41.77885533786641,-87.71712584709125,2016,Restaurant
97425,1967178,little vietnam restaurant,2320346.0,restaurant,60660.0,2016-10-25,41.98374414417153,-87.65940408893736,2016,Restaurant
97427,1953503,mcdonald s   12785,2487932.0,restaurant,60666.0,2016-08-30,42.008536400868735,-87.91442843927047,2016,Restaurant
97431,1966673,popeye s,2489026.0,restaurant,60608.0,2016-10-18,41.8353362239431,-87.66583085901608,2016,Restaurant
97433,1966211,shaw s crab house,9278.0,restaurant,60611.0,2016-10-07,41.889971085414,-87.6270747744828,2016,Restaurant
97437,1970772,starbucks coffee  2827,2093906.0,restaurant,60615.0,2016-11-03,41.79517545018063,-87.59660147733702,2016,Restaurant
97442,1961101,nat l guard of lithuania,2150.0,restaurant,60632.0,2016-09-13,41.81557446590892,-87.68545482225427,2016,Restaurant
97443,1967207,marisqueria los cabos,2153715.0,restaurant,60634.0,2016-10-25,41.94194344519779,-87.76647037947353,2016,Restaurant
97444,1975545,taqueria la esquinita,2326354.0,restaurant,60707.0,2016-11-16,41.92367997663243,-87.79876127470351,2016,Restaurant
97447,1953310,edwardo s pizza,25104.0,restaurant,60610.0,2016-08-29,41.90434217031261,-87.63014524551966,2016,Restaurant
97448,1970682,vntofu  fast food  inc ,2320163.0,restaurant,60640.0,2016-11-01,41.97340592064704,-87.65601157540186,2016,Restaurant
97450,1966381,rylon s smokehouse partners  llp,2487753.0,restaurant,60616.0,2016-10-13,41.85275161632059,-87.62442588215922,2016,Restaurant
97451,1971014,emerald city coffee,2463442.0,restaurant,60613.0,2016-11-08,41.95389641481297,-87.65467574210379,2016,Restaurant
97454,1953957,starbucks coffee  13522,1817658.0,restaurant,60625.0,2016-09-08,41.97584077440042,-87.71003834908514,2016,Restaurant
97456,1967121,sarpino s pizzeria,2055430.0,restaurant,60630.0,2016-10-24,41.9691923029365,-87.72820341214991,2016,Restaurant
97457,1960909,guisados y mas,2488983.0,restaurant,60626.0,2016-09-21,42.007270860380864,-87.67371086236922,2016,Restaurant
97458,1953438,donalds famous hot dogs,1332360.0,restaurant,60608.0,2016-08-30,41.84941515284533,-87.68541622615498,2016,Restaurant
97459,1965586,bundoo khan,2397077.0,restaurant,60659.0,2016-09-29,41.99755417277127,-87.69377017915909,2016,Restaurant
97466,1954049,tong s restaurant inc,2412332.0,restaurant,60616.0,2016-09-08,41.85528170377401,-87.63199264229414,2016,Restaurant
97468,1971195,brett s kitchen inc ,29962.0,restaurant,60610.0,2016-11-10,41.89546343940486,-87.63559949263859,2016,Restaurant
97469,1970546,gio s,1330074.0,restaurant,60616.0,2016-10-31,41.84359198530103,-87.64291886464049,2016,Restaurant
97471,1953837,fish market inc ,2283731.0,restaurant,60628.0,2016-09-06,41.707374981987456,-87.61694603288984,2016,Restaurant
97472,1965859,pizz a cake incorporated,2320969.0,restaurant,60651.0,2016-10-04,41.89555031857086,-87.71842104357972,2016,Restaurant
97473,1975280,sandella s capers,2340652.0,restaurant,60606.0,2016-11-10,41.878531278353606,-87.63942745962717,2016,Restaurant
97477,1960561,eat n run chicken and fish,2442868.0,restaurant,60620.0,2016-09-13,41.743903369579925,-87.6631288234479,2016,Restaurant
97478,1960927,mr zees  inc,49683.0,restaurant,60634.0,2016-09-21,41.95279200024572,-87.78670111988033,2016,Restaurant
97479,1961160,bar marta,2263375.0,restaurant,60622.0,2016-09-23,41.89577762053548,-87.69430043757517,2016,Restaurant
97480,1967125,bobtail soda fountain,1446902.0,restaurant,60657.0,2016-10-24,41.93641469766602,-87.64412799489625,2016,Restaurant
97483,1951260,harold washington college,2419593.0,restaurant,60601.0,2016-10-04,41.88586210511576,-87.62685864521356,2016,Restaurant
97485,1960697,insomnia cookies,2483490.0,restaurant,60615.0,2016-09-19,41.794924327756654,-87.59951365298598,2016,Restaurant
97488,1975364,honky tonk barbeque,1987119.0,restaurant,60608.0,2016-11-14,41.85788239331137,-87.65657385684578,2016,Restaurant
97489,1960870,subway sandwich   salad,1276237.0,restaurant,60640.0,2016-09-20,41.97891352967985,-87.66008655043495,2016,Restaurant
97490,1966580,fun fun chinese,2476128.0,restaurant,60607.0,2016-10-17,41.88425670381661,-87.64982670264364,2016,Restaurant
97491,1966691,alcoiris inc,30948.0,restaurant,60639.0,2016-10-18,41.9170519669328,-87.72689273615504,2016,Restaurant
97494,1960998,beans   bagel,2492055.0,restaurant,60625.0,2016-09-22,41.96663446464287,-87.69380644969819,2016,Restaurant
97495,1961124,united social fishing   huntin,23939.0,restaurant,60618.0,2016-09-23,41.96094625552005,-87.71910892165124,2016,Restaurant
97498,1955303,los caminos de michoacan,2493319.0,restaurant,60609.0,2016-10-21,41.80394977742146,-87.66469983702702,2016,Restaurant
97505,1960381,late night thai and sushi,2353933.0,restaurant,60657.0,2016-09-14,41.93979191875949,-87.66969214409387,2016,Restaurant
97509,1975287,dollop coffee and tea,2142688.0,restaurant,60613.0,2016-11-10,41.95794014690388,-87.6496520597932,2016,Restaurant
97511,1954094,the bean caffe ,59444.0,restaurant,60614.0,2016-09-09,41.92418810267984,-87.65492897859191,2016,Restaurant
97514,1965621,drake hotel,1766380.0,restaurant,60611.0,2016-09-29,41.90011845725853,-87.62398051946951,2016,Restaurant
97515,1960597,frog n snail,2137239.0,restaurant,60657.0,2016-09-15,41.93841197166044,-87.64449180403412,2016,Restaurant
97517,1960374,libero cafe,1980200.0,restaurant,60625.0,2016-09-14,41.97372549869574,-87.692020889653,2016,Restaurant
97519,1960341,manny s cafe midway,1197659.0,restaurant,60638.0,2016-09-14,41.789329323265385,-87.74164564419637,2016,Restaurant
97524,1966927,the angry crab,2379885.0,restaurant,60659.0,2016-10-21,41.98450761309772,-87.69722674280237,2016,Restaurant
97525,1965928,costello s  sandwiches,1986574.0,restaurant,60625.0,2016-10-05,41.96620156500102,-87.68680134395211,2016,Restaurant
97526,1954110,intelligentsia coffee   tea,2147218.0,restaurant,60654.0,2016-09-09,41.8880742810662,-87.63495520292739,2016,Restaurant
97528,1953815,wrigleyville dairy queen,1593537.0,restaurant,60613.0,2016-09-06,41.95111252904561,-87.66398208917064,2016,Restaurant
97530,1960330,ace coffee bar  inc ,2134493.0,restaurant,60632.0,2016-09-14,41.80808535176826,-87.71539543726277,2016,Restaurant
97533,1966230,pickles playroom,2060250.0,restaurant,60625.0,2016-10-11,41.968528303337095,-87.68707835417526,2016,Restaurant
97534,1970561,harold s chicken  71,2496211.0,restaurant,60616.0,2016-10-31,41.85323834160758,-87.62397396447729,2016,Restaurant
97535,1951289,city social,2469534.0,restaurant,60602.0,2016-10-25,41.883761218894925,-87.6325690927183,2016,Restaurant
97537,1975334,the salvation army,2428450.0,restaurant,60651.0,2016-11-14,41.89626365322594,-87.70978399761768,2016,Restaurant
97542,1960813,the betty,2368752.0,restaurant bar,60607.0,2016-09-20,41.8866650892547,-87.64925513167934,2016,Restaurant
97544,1965543,paleteria estrella michoacana,2492349.0,restaurant,60608.0,2016-09-29,41.85203288017801,-87.69378807557746,2016,Restaurant
97545,1954207,thali s restaurant,1975224.0,restaurant,60634.0,2016-09-13,41.93834100224705,-87.77635804996433,2016,Restaurant
97546,1966862,hands on thai   sushi,2457885.0,restaurant,60641.0,2016-10-20,41.95344087020122,-87.75455318593346,2016,Restaurant
97547,1954130,mart anthony,1647385.0,restaurant,60642.0,2016-09-09,41.89009738805929,-87.65744102745799,2016,Restaurant
97551,1961036,la condesa,37002.0,restaurant,60622.0,2016-09-22,41.899818661508206,-87.6672485778532,2016,Restaurant
97552,1960265,cafe jumping bean,34672.0,restaurant,60608.0,2016-09-13,41.85774187006349,-87.66283278618192,2016,Restaurant
97553,1960415,heartland cafe,2177842.0,restaurant,60626.0,2016-09-14,42.00917697647974,-87.66636939865349,2016,Restaurant
97556,1966562,whisk chicago,2334079.0,restaurant,60622.0,2016-10-17,41.89600605332943,-87.67786192982513,2016,Restaurant
97557,1953245,red ivy,1847485.0,restaurant,60657.0,2016-08-26,41.94628081101039,-87.65560312808297,2016,Restaurant
97559,1951322,persona wood fire pizzeria,2469897.0,restaurant,60602.0,2016-11-14,41.88331726083294,-87.63302428430005,2016,Restaurant
97560,1970854,7 eleven  33908a,1869712.0,restaurant,60654.0,2016-11-03,41.89082850091685,-87.62788986939843,2016,Restaurant
97561,1954177,taqueria martinez,2428741.0,restaurant,60623.0,2016-09-09,41.84251234796448,-87.71122481384815,2016,Restaurant
97562,1960634,b   a supersub inc,1122312.0,restaurant,60624.0,2016-09-16,41.86607379348164,-87.72437267706233,2016,Restaurant
97566,1953481,abiha fish   chicken sub,2379292.0,restaurant,60649.0,2016-08-30,41.75190945892386,-87.56101540502641,2016,Restaurant
97568,1971145,j j   atomic sub,1675566.0,restaurant,60637.0,2016-11-09,41.77686632183836,-87.60599824814531,2016,Restaurant
97570,1965486,fedora lounge,1140463.0,restaurant,60654.0,2016-09-28,41.89530393725224,-87.63136070486723,2016,Restaurant
97573,1971121,francesca s bryn mawr,1044933.0,restaurant,60660.0,2016-11-09,41.98357123084218,-87.6567539303426,2016,Restaurant
97575,1960457,haywood tavern,2321000.0,restaurant,60622.0,2016-09-15,41.89917318360608,-87.69672978333593,2016,Restaurant
97576,1970220,filipino american council,39977.0,restaurant,60613.0,2016-10-25,41.95447294997719,-87.66358644372856,2016,Restaurant
97578,1965371,zaki chicago style grille,2380158.0,restaurant,60607.0,2016-09-27,41.86732299349322,-87.64265423300802,2016,Restaurant
97579,1953271,tea room,38764.0,restaurant,60611.0,2016-08-29,41.89907578039763,-87.62580952351014,2016,Restaurant
97583,1967034,glazed and infused,2196298.0,restaurant,60611.0,2016-10-24,41.89913525470018,-87.62178526239309,2016,Restaurant
97585,1951240,iii forks  425,2003503.0,restaurant,60601.0,2016-09-15,41.88550434397597,-87.6175507807259,2016,Restaurant
97589,1951236,bean   leaf,2469449.0,restaurant,60601.0,2016-09-13,41.885353703982936,-87.62641328540737,2016,Restaurant
97590,1966991,picante taqueria,1938696.0,restaurant,60622.0,2016-10-21,41.90328772732953,-87.67798988240148,2016,Restaurant
97592,1965599,rj grunts,2308567.0,restaurant,60666.0,2016-09-29,42.008536400868735,-87.91442843927047,2016,Restaurant
97596,1953330,white castle  58,28487.0,restaurant,60628.0,2016-08-29,41.70715686160742,-87.6200704780511,2016,Restaurant
97597,1960891,cafe ba ba reeba,4378.0,restaurant,60614.0,2016-09-20,41.91894319872503,-87.64868497024028,2016,Restaurant
97602,1966618,booill galbi,2427793.0,restaurant,60659.0,2016-10-17,41.98312305188657,-87.71321223490351,2016,Restaurant
97603,1965722,snappy dog,2104217.0,restaurant,60631.0,2016-09-30,42.00233656342115,-87.81568403823731,2016,Restaurant
97608,1970234,starbucks coffee  2261,23071.0,restaurant,60606.0,2016-10-25,41.87856015362371,-87.63652387205532,2016,Restaurant
97609,1960806,theater wit nfp,2037878.0,restaurant,60657.0,2016-09-19,41.939709631139095,-87.66013484396599,2016,Restaurant
97611,1971031,kaiser tiger,2359936.0,restaurant,60607.0,2016-11-08,41.88404872515133,-87.66305613344618,2016,Restaurant
97613,1965848,harry s grill,2293777.0,restaurant,60636.0,2016-10-04,41.78006898552003,-87.66408861696442,2016,Restaurant
97623,1966803,cafe tola ii,2495714.0,restaurant,60618.0,2016-10-19,41.94267996160201,-87.69806831353777,2016,Restaurant
97624,1960391,pegasus on the fly,1142106.0,restaurant,60638.0,2016-09-14,41.789329323265385,-87.74164564419637,2016,Restaurant
97625,1960387,sony sub,2328517.0,restaurant,60651.0,2016-09-13,41.89506186650216,-87.75431855013078,2016,Restaurant
97626,1965512,bakers square  220185,1980308.0,restaurant,60634.0,2016-09-29,41.94671069564422,-87.80690903704935,2016,Restaurant
97627,1965991,birrieria de la torre mexican restaurant,2492789.0,restaurant,60629.0,2016-10-05,41.77061934281714,-87.72270418892046,2016,Restaurant
97628,1970618,harvey s,2288972.0,restaurant,60616.0,2016-11-01,41.83796853361551,-87.6437022288612,2016,Restaurant
97631,1960547,spiaggia private dining rooms,17500.0,restaurant,60611.0,2016-09-15,41.90080164945196,-87.6242724679302,2016,Restaurant
97633,1966289,skyscrapers,1594714.0,restaurant,60666.0,2016-10-11,42.008536400868735,-87.91442843927047,2016,Restaurant
97636,1975236,new jb one,1820524.0,restaurant,60637.0,2016-11-10,41.77868683415653,-87.60574560006991,2016,Restaurant
97637,1966487,hiromi s oriental restaurant,53171.0,restaurant,60625.0,2016-10-14,41.96823261185367,-87.7186510600225,2016,Restaurant
97638,1953767,the cotton duck,2423010.0,restaurant,60622.0,2016-09-01,41.89898444436084,-87.67699241226124,2016,Restaurant
97640,1965635,tbd,2418359.0,restaurant,60614.0,2016-09-29,41.91822236870298,-87.65288891075613,2016,Restaurant
97641,1966121,herban produce,2452453.0,restaurant,60612.0,2016-10-06,41.87606338423126,-87.69866525421027,2016,Restaurant
97645,1966511,jimmy john of chicago,1574635.0,restaurant,60634.0,2016-10-14,41.95256564111005,-87.81127429615809,2016,Restaurant
97649,1965290,little  caesars   1744,1999082.0,restaurant,60638.0,2016-09-26,41.790043968551885,-87.80130039473886,2016,Restaurant
97650,1953741,checkers  6361,2277881.0,restaurant,60628.0,2016-09-02,41.685458811028944,-87.64201677375817,2016,Restaurant
97653,1961119,a new leaf,2189738.0,restaurant,60614.0,2016-09-23,41.9154067965154,-87.63498992020737,2016,Restaurant
97656,1951262,el jardin mexican   american food,1868587.0,restaurant,60601.0,2016-10-05,41.88770537937826,-87.62058814392799,2016,Restaurant
97658,1971129,palomar chicago,1992060.0,restaurant,60654.0,2016-11-09,41.89105524147196,-87.62789762934904,2016,Restaurant
97659,1970530,siena tavern,2120943.0,restaurant,60654.0,2016-10-31,41.88911807836364,-87.62992330278485,2016,Restaurant
97662,1953260,rockwood,1167794.0,restaurant,60657.0,2016-08-26,41.9451597671042,-87.65504218631185,2016,Restaurant
97664,1953371,zam zam middle eastern grill,2327015.0,restaurant,60657.0,2016-08-29,41.9450805637441,-87.65463471229927,2016,Restaurant
97666,1960690,hoe toy chop suey,2432140.0,restaurant,60617.0,2016-09-16,41.7387821345709,-87.58510296843984,2016,Restaurant
97669,1960777,cortland s garage,1914060.0,restaurant,60622.0,2016-09-19,41.91597456632108,-87.66962157196225,2016,Restaurant
97671,1955355,taqueria la mexicana,32909.0,restaurant,60609.0,2016-11-15,41.83063218466477,-87.64674676569695,2016,Restaurant
97674,1966878,south loop cafe  inc,2385592.0,restaurant,60616.0,2016-10-20,41.84997598513926,-87.62557981903383,2016,Restaurant
97675,1961195,oliver s grill,2229561.0,restaurant,60634.0,2016-09-26,41.93841272966437,-87.77043454131243,2016,Restaurant
97676,1970713,eurest dining services   quaker oats,1275113.0,restaurant,60661.0,2016-11-02,41.88044790879155,-87.64183897534404,2016,Restaurant
97678,1960854,harolds s chicken shack,2488931.0,restaurant,60621.0,2016-09-20,41.76126021386328,-87.63005894785265,2016,Restaurant
97681,1953858,l26,1968683.0,restaurant,60616.0,2016-09-06,41.84552039746482,-87.62710659199742,2016,Restaurant
97682,1975473,mon ami gabi,2003.0,restaurant,60614.0,2016-11-15,41.92390845485592,-87.63666316560742,2016,Restaurant
97687,1960707,los mixiotes,2433002.0,restaurant,60629.0,2016-09-19,41.77406027584123,-87.72279033444028,2016,Restaurant
97692,1971044,starbucks coffee  2329,23105.0,restaurant,60642.0,2016-11-08,41.910729292099305,-87.65315262189527,2016,Restaurant
97693,1966500,the brealfast lounge,2418125.0,restaurant,60614.0,2016-10-14,41.92481591349683,-87.66907324906329,2016,Restaurant
97694,1965244,bamboo garden restaurant,1741769.0,restaurant,60657.0,2016-09-26,41.94015622939006,-87.65067300995842,2016,Restaurant
97696,1966212,spanglish mexican kitchen,2202296.0,restaurant,60605.0,2016-10-07,41.87467595039385,-87.62746710672117,2016,Restaurant
97699,1966225,arman s piizzeria,2428092.0,restaurant,60631.0,2016-10-07,42.00258143308993,-87.81607036079886,2016,Restaurant
97700,1953602,angelina ristorante,14788.0,restaurant,60657.0,2016-09-01,41.94720549468551,-87.64702664696026,2016,Restaurant
97703,1960903,bow truss coffee,2229500.0,restaurant,60654.0,2016-09-21,41.88942665368759,-87.63416811437992,2016,Restaurant
97706,1966414,harold s chicken shack  35,34343.0,restaurant,60628.0,2016-10-13,41.66318210123056,-87.64156526515666,2016,Restaurant
97707,1953429,nepal house  napalese cuisine,2469409.0,restaurant,60659.0,2016-08-30,41.99753534020119,-87.69482177020934,2016,Restaurant
97708,1970833,boom fried rice,6698.0,restaurant,60624.0,2016-11-03,41.87537501581776,-87.72563428263534,2016,Restaurant
97710,1953757,chan s garden chinese restaurant,2177798.0,restaurant,60623.0,2016-09-02,41.85177848071863,-87.69658765547098,2016,Restaurant
97714,1967113,choice fish   chicken,1968664.0,restaurant,60637.0,2016-10-24,41.78016157649594,-87.61380513050851,2016,Restaurant
97715,1975253,gus remus,2134452.0,restaurant,60624.0,2016-11-10,41.88076030595403,-87.7320679813962,2016,Restaurant
97716,1970683,moe s cantina,2009382.0,restaurant,60654.0,2016-11-01,41.88906873753621,-87.63312816939866,2016,Restaurant
97717,1965997,piccolo,1351624.0,restaurant,60659.0,2016-10-05,41.99057771185899,-87.69505159486957,2016,Restaurant
97719,1954105,ramen takeya,2308884.0,restaurant,60607.0,2016-09-09,41.886681234713045,-87.64835209199197,2016,Restaurant
97720,1965644,charles fast food,2398173.0,restaurant,60637.0,2016-09-30,41.78034996694072,-87.61556531286772,2016,Restaurant
97722,1970489,the dog house grill,2278971.0,restaurant,60610.0,2016-10-28,41.91018442836669,-87.63482698262082,2016,Restaurant
97723,1953645,chop touhy,2021764.0,restaurant,60645.0,2016-09-01,42.01187856476175,-87.70337002780445,2016,Restaurant
97724,1970391,royal sushi,2411298.0,restaurant,60656.0,2016-10-27,41.97459136247804,-87.8094625690819,2016,Restaurant
97726,1970608,wasabi cafe,2083473.0,restaurant,60613.0,2016-11-01,41.952396534916815,-87.67769351783434,2016,Restaurant
97727,1961057,best falafel inc ,2492233.0,restaurant,60660.0,2016-09-22,41.99058562917276,-87.6698696819702,2016,Restaurant
97728,1970821,jr s jamaican tropical cafe,2451675.0,restaurant,60620.0,2016-11-03,41.74815353932014,-87.6635265480155,2016,Restaurant
97731,1966702,molly s cupcakes llc,1769281.0,restaurant,60614.0,2016-10-18,41.92873269456906,-87.64251051720782,2016,Restaurant
97734,1953844,caffe  oliva,2152750.0,restaurant,60611.0,2016-09-06,41.89206360112178,-87.61253372392397,2016,Restaurant
97736,1971025,arami,2032955.0,restaurant,60622.0,2016-11-08,41.89586195493881,-87.67335103601313,2016,Restaurant
97737,1752255,the atlantic bar   grill,12594.0,restaurant,60625.0,2016-08-29,41.97341239266947,-87.69181746370495,2016,Restaurant
97738,1953533,lucero s tamales,2385602.0,restaurant,60623.0,2016-08-31,41.84420779496492,-87.71961192610661,2016,Restaurant
97739,1970674,harrity s sports bar   grill,2078841.0,restaurant,60634.0,2016-11-01,41.93814776750089,-87.76633680997013,2016,Restaurant
