,inspection_id,dba_name,license_,facility_type,zip,inspection_date,latitude,longitude,year,category
176003,1072359,kentucky fried chicken 521038,1816808.0,restaurant,60620.0,2013-04-16,41.750363436934514,-87.67135903192245,2013,Restaurant
176005,1326831,white castle system  inc,28491.0,restaurant,60631.0,2013-04-09,42.01865151382183,-87.80669987624061,2013,Restaurant
176006,1072382,j   j fish and chicken,2247208.0,restaurant,60620.0,2013-04-25,41.74342733305664,-87.63218113202454,2013,Restaurant
176013,1324374,dosirak,2146301.0,restaurant,60607.0,2013-03-28,41.86940026045194,-87.66475477893509,2013,Restaurant
176022,1138883,american medical association,21129.0,restaurant,60654.0,2013-03-13,41.89141810118847,-87.62791475607904,2013,Restaurant
176028,1327154,the hearty boys caterers  inc ,1742830.0,restaurant,60613.0,2013-04-24,41.9518007595584,-87.64947747658742,2013,Restaurant
176038,1326404,narys grill   pizza,72128.0,restaurant,60632.0,2013-03-18,41.81659663170266,-87.70039260516799,2013,Restaurant
176043,1305256,vince s pizza,1042910.0,restaurant,60638.0,2013-04-15,41.77764537687134,-87.77706595836504,2013,Restaurant
176044,1151095,hardboiled coffee company,2177870.0,restaurant,60643.0,2013-01-24,41.72723624601277,-87.68211285266302,2013,Restaurant
176049,1151144,leonardo s pizza,2189376.0,restaurant,60652.0,2013-02-21,41.73651508221506,-87.74078241840255,2013,Restaurant
176050,1092356,oh fusion thai   sushi bar,2196607.0,restaurant,60613.0,2013-03-19,41.95303244051015,-87.6543547629994,2013,Restaurant
176052,1326647,haydee s grill,1743696.0,restaurant,60639.0,2013-04-01,41.91695672568109,-87.75280847188141,2013,Restaurant
176055,1321470,24 hrs gyros   sub inc ,2192751.0,restaurant,60649.0,2013-01-22,41.7663726804721,-87.57391936361535,2013,Restaurant
176059,1235631,jb s deli inc ,1332670.0,restaurant,60640.0,2013-01-31,41.98172336588329,-87.66828765522929,2013,Restaurant
176060,1326675,european chalet,32693.0,restaurant,60638.0,2013-04-02,41.79256531973131,-87.80140183966992,2013,Restaurant
176081,1092325,capt n nemos,47165.0,restaurant,60613.0,2013-02-27,41.94849441572447,-87.6690469389636,2013,Restaurant
176082,1327074,the fast burrito,74425.0,restaurant,60618.0,2013-04-19,41.953957216483,-87.71355988117966,2013,Restaurant
176083,1305249,stan s corner inc,9498.0,restaurant,60638.0,2013-04-05,41.79541423728315,-87.76506223774159,2013,Restaurant
176092,1084406,jade palace restaurant,9845.0,restaurant,60623.0,2013-02-22,41.84483539012294,-87.70489988979249,2013,Restaurant
176095,1321588,the factory a gentlemen s club,1922019.0,restaurant,60628.0,2013-01-28,41.67489441998742,-87.60172305228825,2013,Restaurant
176097,1092321,melao latin cuisine inc ,2147119.0,restaurant,60613.0,2013-02-26,41.95350871051315,-87.67813956316716,2013,Restaurant
176098,1326657,sajjad inc,20717.0,restaurant,60613.0,2013-04-01,41.95063604438053,-87.67614471625586,2013,Restaurant
176100,1326225,five loaves eatery too,1937941.0,restaurant,60619.0,2013-03-08,41.75830189704756,-87.61490561116901,2013,Restaurant
176101,1327011,casa antigua,1888053.0,restaurant,60639.0,2013-04-17,41.92400390449922,-87.77150683710967,2013,Restaurant
176102,1154940,tom s restaurant,1543792.0,restaurant,60633.0,2013-03-18,41.65908697303198,-87.55801287720027,2013,Restaurant
176104,1321690,homage street food,2124520.0,restaurant,60618.0,2013-02-01,41.95425459687706,-87.70543651028044,2013,Restaurant
176105,1235742,u s  sub   grill,1800643.0,restaurant,60640.0,2013-04-19,41.96943792534976,-87.6549766104816,2013,Restaurant
176106,1098950,eurest dining service   albany bank   trust,21595.0,restaurant,60625.0,2013-04-29,41.968510142287705,-87.71342577524767,2013,Restaurant
176117,1321688,pupuceria   res cuscatleco  2,1927263.0,restaurant,60626.0,2013-02-01,42.011732207053896,-87.67434398539741,2013,Restaurant
176118,1114637,loop pizza,2203352.0,restaurant,60605.0,2013-01-24,41.876797440785374,-87.63325591022408,2013,Restaurant
176124,1092360,machu picchu restaurant,1932220.0,restaurant,60613.0,2013-03-25,41.95231589583688,-87.6691456431224,2013,Restaurant
176127,1324346,kikka south loop,1898506.0,restaurant,60607.0,2013-03-07,41.86888971111206,-87.63909892808796,2013,Restaurant
176133,1072328,fat albert,2087634.0,restaurant,60636.0,2013-03-26,41.7687496714465,-87.6640594139128,2013,Restaurant
176139,1324424,geb,2142681.0,restaurant,60607.0,2013-04-25,41.88427122892852,-87.6490087243122,2013,Restaurant
176142,1151113,asia buffet   grill,1250057.0,restaurant,60652.0,2013-02-04,41.74597828184761,-87.74109990445396,2013,Restaurant
176145,1235626,calo lounge  inc ,1245300.0,restaurant,60640.0,2013-01-29,41.97922554376137,-87.66815287459343,2013,Restaurant
176146,1321813,michael jordan s steakhouse,2098215.0,restaurant,60611.0,2013-02-11,41.89112059304888,-87.62398870432278,2013,Restaurant
176147,1084418,the green house stakes,27859.0,restaurant,60623.0,2013-02-27,41.8424418116072,-87.71610533940965,2013,Restaurant
176154,1321506,4 hermanos too,1887531.0,restaurant,60646.0,2013-01-24,42.01189724998461,-87.78101877448346,2013,Restaurant
176162,1327057,suite 25,2048701.0,restaurant,60647.0,2013-04-18,41.92738885343592,-87.70442805668638,2013,Restaurant
176164,1227811,chicago steak house,2134720.0,restaurant,60653.0,2013-03-15,41.80921386017384,-87.62030817634384,2013,Restaurant
176166,1324390,9 muses bar   grill,39117.0,restaurant,60661.0,2013-04-08,41.877346048439314,-87.64707598114904,2013,Restaurant
176174,1138823,zealous,80745.0,restaurant,60654.0,2013-02-13,41.89541608374708,-87.63937316729836,2013,Restaurant
176187,1327227,beard papa sweets cafe,2004060.0,restaurant,60602.0,2013-03-15,41.88342263701488,-87.62802165207536,2013,Restaurant
176197,1324368,la cuchara,2157659.0,restaurant,60607.0,2013-03-26,41.881358155938905,-87.66533270769081,2013,Restaurant
176199,1321788,bree s thai rice   noodle,2113557.0,restaurant,60638.0,2013-02-07,41.79617424542868,-87.76257752982983,2013,Restaurant
176200,1151261,kedzie mini hut holdings llc,2252845.0,restaurant,60652.0,2013-04-26,41.73635838870971,-87.70219142499292,2013,Restaurant
176202,1138884,cantina  laredo 132,2048358.0,restaurant,60654.0,2013-03-13,41.89119270108074,-87.62819803063057,2013,Restaurant
176215,1154819,jack  s famous wings,1969754.0,restaurant,60628.0,2013-01-18,41.69266062879287,-87.62594006085334,2013,Restaurant
176217,1138826,pops for champagne,1620705.0,restaurant,60654.0,2013-02-13,41.89251729286969,-87.62794971765776,2013,Restaurant
176219,1292363,griller s,40465.0,restaurant,60604.0,2013-03-05,41.87804100375637,-87.63049344911161,2013,Restaurant
176221,1084391,del campos restaurant,1542935.0,restaurant,60623.0,2013-02-14,41.851671761864175,-87.70397302628801,2013,Restaurant
176226,1322082,subway 10266,2198339.0,restaurant,60608.0,2013-02-27,41.8370868237626,-87.66558285253427,2013,Restaurant
176227,1321881,uncle julio s hacienda,2231881.0,restaurant,60642.0,2013-02-14,41.91077497006808,-87.65046084745515,2013,Restaurant
176229,1335232,pizza hut  714393,43677.0,restaurant,60630.0,2013-04-29,41.97675231379103,-87.7284136216287,2013,Restaurant
176230,1155005,leonas,1491933.0,restaurant,60617.0,2013-04-19,41.72795237840198,-87.58558036137349,2013,Restaurant
176233,1154890,fat tonys,1543795.0,restaurant,60628.0,2013-02-20,41.699861664789154,-87.62794266900995,2013,Restaurant
176238,1292341,lai  lai,2003344.0,restaurant,60604.0,2013-02-22,41.87806824703485,-87.62825223677616,2013,Restaurant
176242,1114737,mother butter s popcorn and confectionary,1954580.0,restaurant,60616.0,2013-03-20,41.83089083505026,-87.62723820487749,2013,Restaurant
176246,1326786,taqueria kairos,2151959.0,restaurant,60638.0,2013-04-08,41.79807543794953,-87.74775273593872,2013,Restaurant
176248,1202700,the original maxwell street,1143094.0,restaurant,60624.0,2013-03-26,41.87340464534467,-87.72039962829741,2013,Restaurant
176251,1319459,ex libris science digest coffee,2124410.0,restaurant,60637.0,2013-04-01,41.791521429859806,-87.59950056588147,2013,Restaurant
176252,1326362,volo restaurant,1542917.0,restaurant,60618.0,2013-03-15,41.94332263059663,-87.67884909733532,2013,Restaurant
176258,1146346,chuck  e  cheese s,41897.0,restaurant,60632.0,2013-03-15,41.80167003483172,-87.70393836191948,2013,Restaurant
176264,1151164,aramark services  inc,1141370.0,restaurant,60652.0,2013-03-11,41.75506193441227,-87.73222786456962,2013,Restaurant
176266,1154999,that s a burger,47488.0,restaurant,60649.0,2013-04-18,41.76638575429732,-87.57248700864004,2013,Restaurant
176272,1072256,cedar food,2196041.0,restaurant,60636.0,2013-01-31,41.786564006417,-87.67023898101154,2013,Restaurant
176273,1092322,hanami,2162352.0,restaurant,60613.0,2013-02-26,41.95312569603146,-87.67787379155978,2013,Restaurant
176280,1206449,thai lagoon restaurant,48364.0,restaurant,60647.0,2013-02-28,41.91045086472163,-87.68577178122376,2013,Restaurant
176287,1138894,westin river north chgo hotel   ember,55247.0,restaurant,60654.0,2013-04-01,41.88807037763845,-87.62969225672218,2013,Restaurant
176296,1326884,sunda,1984969.0,restaurant,60654.0,2013-04-10,41.890924221316645,-87.6316177901787,2013,Restaurant
176299,1307236,el gordo restaurant,31100.0,restaurant,60634.0,2013-02-25,41.938627195628456,-87.77083024900564,2013,Restaurant
176302,1326517,the biting irish,2234982.0,restaurant,60638.0,2013-03-25,41.79195780103791,-87.79622365210764,2013,Restaurant
176312,1098810,elizabeth restaurant,2049249.0,restaurant,60625.0,2013-01-25,41.96969326406524,-87.68879318966334,2013,Restaurant
176323,1198803,king crab tavern seafood grill,9118.0,restaurant,60614.0,2013-04-12,41.91436383126117,-87.64851531730532,2013,Restaurant
176329,1326499,aramark educational services  inc ,1717915.0,restaurant,60611.0,2013-03-22,41.89764609432288,-87.62711576012906,2013,Restaurant
176337,1198712,chuck  e  cheese,41894.0,restaurant,60614.0,2013-02-25,41.92521232759425,-87.67192542513618,2013,Restaurant
176341,1321670,gianna s pizza,1846488.0,restaurant,60619.0,2013-01-31,41.73678088319012,-87.5872105740143,2013,Restaurant
176343,1277710,stanley s grill,1622034.0,restaurant,60622.0,2013-03-05,41.9102628778286,-87.66170856673062,2013,Restaurant
176350,1326588,stacy s i coffee  inc,1979698.0,restaurant,60630.0,2013-03-27,41.97075872775007,-87.76314717614609,2013,Restaurant
176357,1326859,a new leaf,2189738.0,restaurant,60614.0,2013-04-09,41.9154067965154,-87.63498992020737,2013,Restaurant
176362,1326236,cytee s foodon the go,2240296.0,restaurant,60619.0,2013-03-11,41.74772137298303,-87.60499147559165,2013,Restaurant
176373,1146278,tacaria seven brothers,83740.0,restaurant,60632.0,2013-01-31,41.8244517773573,-87.70430279705077,2013,Restaurant
176374,1321939,guys pizza inc ,2114422.0,restaurant,60639.0,2013-02-19,41.90973594998965,-87.72927346612649,2013,Restaurant
176377,1324418,fumare meats,2008488.0,restaurant,60661.0,2013-04-23,41.884187507127805,-87.64111966683218,2013,Restaurant
176379,1335279,cochiaros pizza  2,1044752.0,restaurant,60639.0,2013-05-02,41.92414063497689,-87.74552933864975,2013,Restaurant
176381,1098884,el original gallo bravo,2240915.0,restaurant,60625.0,2013-03-15,41.96315679416602,-87.7081595966891,2013,Restaurant
176382,1322440,the art of  pizza inc,20873.0,restaurant,60657.0,2013-03-27,41.9370063630277,-87.6684186143436,2013,Restaurant
176384,1321961,sublime sushi,2089159.0,restaurant,60647.0,2013-01-25,41.91804839225633,-87.67748461170486,2013,Restaurant
176385,1326821,the big cheese on lincoln,2189341.0,restaurant,60618.0,2013-04-09,41.958678131096015,-87.68176382669273,2013,Restaurant
176390,1329225,tanelli s pizza,2094243.0,restaurant,60634.0,2013-03-28,41.9379282402663,-87.80384745760082,2013,Restaurant
176392,1322386,s   g grill,1575253.0,restaurant,60657.0,2013-02-27,41.93612294441291,-87.66391410739975,2013,Restaurant
176400,1235714,vinh phat b b q ,2156671.0,restaurant,60640.0,2013-04-02,41.97315618640088,-87.65831548924287,2013,Restaurant
176402,1202746,lazo s tacos  inc,8932.0,restaurant,60647.0,2013-04-25,41.91767649798009,-87.68726570179768,2013,Restaurant
176411,1092349,the burrito house,35507.0,restaurant,60657.0,2013-03-13,41.9465067559726,-87.67327031202441,2013,Restaurant
176414,1327258,starbucks coffee  2545,1145462.0,restaurant,60602.0,2013-03-26,41.883109078966136,-87.62697603370881,2013,Restaurant
176417,1326918,taqueria moran,1301176.0,restaurant,60647.0,2013-04-12,41.92250425828032,-87.69749596069143,2013,Restaurant
176423,1326610,tokyo lunch box,1447340.0,restaurant,60654.0,2013-03-28,41.8880742810662,-87.63495520292739,2013,Restaurant
176449,1114661,the buckingham athletic club,1514280.0,restaurant,60605.0,2013-02-06,41.87588847004054,-87.63188472119873,2013,Restaurant
176456,1174544,birrieria y taqueria el chivo feliz inc ,1942781.0,restaurant,60608.0,2013-03-28,41.85399278549998,-87.68554267529505,2013,Restaurant
176457,1198764,subway fullerton   ashland,1645223.0,restaurant,60614.0,2013-03-22,41.92506665893317,-87.66633415361996,2013,Restaurant
176461,1321669,noodles party,1894582.0,restaurant,60630.0,2013-01-31,41.96807267241548,-87.73319722399498,2013,Restaurant
176466,1321516,thong thai restaurant,1143479.0,restaurant,60646.0,2013-01-24,42.01189349907908,-87.78376979556627,2013,Restaurant
176467,1106474,udupi palace restaurant,30962.0,restaurant,60659.0,2013-04-02,41.99755003296048,-87.69402394650278,2013,Restaurant
176469,1138838,hash house a go go,2041814.0,restaurant,60610.0,2013-02-19,41.90431303155792,-87.62883832592267,2013,Restaurant
176473,1146336,mexican restaurant,1305117.0,restaurant,60632.0,2013-03-07,41.80768469489128,-87.72964242714635,2013,Restaurant
176474,1321812,boutique bites,2031881.0,restaurant,60646.0,2013-02-11,41.98541777619033,-87.76884810482301,2013,Restaurant
176480,1324435,taco bell_ 4171,56989.0,restaurant,60661.0,2013-05-01,41.88199433820508,-87.6397586848809,2013,Restaurant
176485,1319486,chant,1576359.0,restaurant,60615.0,2013-04-12,41.799436696478615,-87.58873125741623,2013,Restaurant
176486,1326981,el mezcal,2026286.0,restaurant,60608.0,2013-04-16,41.857947179176456,-87.66353726681123,2013,Restaurant
176500,1188532,wing chong restaurant,1225671.0,restaurant,60618.0,2013-03-13,41.95528788588939,-87.7212583034741,2013,Restaurant
176501,1322339,celebration,1975517.0,restaurant,60657.0,2013-01-25,41.94292072046751,-87.6707617645979,2013,Restaurant
176519,1151252,billy s grill,5960.0,restaurant,60652.0,2013-04-23,41.74101286491123,-87.7143741839553,2013,Restaurant
176520,1326810,marin s ice cream shop,2245936.0,restaurant,60639.0,2013-04-08,41.90952905774584,-87.74508051049314,2013,Restaurant
176522,1098864,nicks pit stop  2,2069161.0,restaurant,60625.0,2013-03-07,41.96843555470264,-87.72040253869211,2013,Restaurant
176537,1277729,eat first restaurant,1216163.0,restaurant,60622.0,2013-03-13,41.90523214788164,-87.66917421897654,2013,Restaurant
176538,1277712,andrzej grill inc,31058.0,restaurant,60622.0,2013-03-06,41.90017741931994,-87.68710513447827,2013,Restaurant
176542,1092358,lakeview subway,1305059.0,restaurant,60613.0,2013-03-25,41.95397799588343,-87.6691863077267,2013,Restaurant
176543,1114670,harolds chicken  19,2133623.0,restaurant,60616.0,2013-02-11,41.830980919164425,-87.61844953767273,2013,Restaurant
176547,1235654,tedino s,18177.0,restaurant,60640.0,2013-02-15,41.97918539940176,-87.65491162783847,2013,Restaurant
176552,1084375,sanchez tacos,1741527.0,restaurant,60623.0,2013-02-05,41.850957959367854,-87.72477522322536,2013,Restaurant
176554,1327014,wasabi cafe,2083473.0,restaurant,60613.0,2013-04-17,41.952396534916815,-87.67769351783434,2013,Restaurant
176556,1324344,zeus gyros inc,46817.0,restaurant,60607.0,2013-03-07,41.878052102880496,-87.64756642031503,2013,Restaurant
176557,1326607,tony    bruno s cafe italiano,2152041.0,restaurant,60654.0,2013-03-28,41.8880742810662,-87.63495520292739,2013,Restaurant
176558,1151225,kingston s jerk chicken,1980239.0,restaurant,60643.0,2013-04-10,41.72087803598555,-87.67871271555234,2013,Restaurant
176563,1326304,kiki d s b b q house,50122.0,restaurant,60609.0,2013-03-13,41.819064669362135,-87.66507316585539,2013,Restaurant
176566,1326621,grandma s pierogi inc,2084646.0,restaurant,60656.0,2013-03-28,41.96421158016989,-87.83683736522617,2013,Restaurant
176568,1138819,topo gigio ristorante,14627.0,restaurant,60610.0,2013-02-07,41.90963781889213,-87.6348094114575,2013,Restaurant
176589,1319346,zaleski   horvath marketcafe  ltd ,2049909.0,restaurant,60637.0,2013-01-24,41.79136323943426,-87.59386259028854,2013,Restaurant
176593,1072320,pepes mexican  mexican restaurant,1444847.0,restaurant,60636.0,2013-03-18,41.7801049555904,-87.68381065637537,2013,Restaurant
176595,1292329,starbucks coffee  212,23027.0,restaurant,60603.0,2013-02-13,41.8793027287716,-87.63100222341788,2013,Restaurant
176596,1324318,chez joel,32359.0,restaurant,60607.0,2013-02-19,41.86933227916697,-87.65510678669794,2013,Restaurant
176601,1084380,la mezcalera,2093710.0,restaurant,60623.0,2013-02-06,41.836833676558776,-87.72083154727216,2013,Restaurant
176602,1326483,marisco el veneno  2 corp ,1963599.0,restaurant,60629.0,2013-03-21,41.76854144272993,-87.72235766333931,2013,Restaurant
176605,1324329,klay oven kitchen,2142755.0,restaurant,60661.0,2013-02-26,41.884187507127805,-87.64111966683218,2013,Restaurant
176615,1321610,china dragon chinese restaurant,1444255.0,restaurant,60612.0,2013-01-29,41.88141745409844,-87.67702090806722,2013,Restaurant
176624,1326242,taqueria teloloapan,1976154.0,restaurant,60647.0,2013-03-11,41.92447370979499,-87.71866668042674,2013,Restaurant
176629,1188593,sunshine,1332914.0,restaurant,60618.0,2013-04-25,41.94564214213144,-87.70764881027442,2013,Restaurant
176632,1106502,sergio s taqueria pizza inc ,1447363.0,restaurant,60659.0,2013-04-16,41.982933189164974,-87.71098225381141,2013,Restaurant
176639,1198543,new  jeanny s restaurant inc,1576369.0,restaurant,60657.0,2012-11-06,41.939768387153045,-87.6562207246118,2013,Restaurant
176643,1335228,the couch,1276919.0,restaurant,60612.0,2013-04-29,41.89078042413231,-87.68604133663814,2013,Restaurant
176655,1326913,eat chicago  inc ,1477909.0,restaurant,60630.0,2013-04-11,41.967985608139486,-87.74152640548672,2013,Restaurant
176659,1319368,get it  n go  llc,2084299.0,restaurant,60637.0,2013-02-01,41.7802790055239,-87.60732796782602,2013,Restaurant
176662,1321852,lou mitchell s express inc,37170.0,restaurant,60666.0,2013-02-13,42.008536400868735,-87.91442843927047,2013,Restaurant
176666,1092368,holiday club,1352227.0,restaurant,60613.0,2013-03-28,41.95453268893165,-87.65469302487033,2013,Restaurant
176678,1202669,chop suey kitchen,1513901.0,restaurant,60644.0,2013-02-28,41.880205089634494,-87.75958648612682,2013,Restaurant
176681,1326485,chartwells thompson inc   gary comer college prep,2202627.0,restaurant,60619.0,2013-03-21,41.76407031907095,-87.60201084692068,2013,Restaurant
176683,1114764,bahay kubo,2162560.0,restaurant,60616.0,2013-04-03,41.85528170377401,-87.63199264229414,2013,Restaurant
176688,1326742,cafe internet latino inc ,1904037.0,restaurant,60639.0,2013-04-05,41.91702447081299,-87.72905885077195,2013,Restaurant
176693,1277697,wicker basket market,2027901.0,restaurant,60622.0,2013-02-22,41.90302754626053,-87.68027296601451,2013,Restaurant
176695,1327053,chinese chef s kitchen  inc ,1816887.0,restaurant,60639.0,2013-04-18,41.92876724129143,-87.7660071056267,2013,Restaurant
176696,1324380,reggio s pizza,1618057.0,restaurant,60607.0,2013-04-02,41.864274382133175,-87.64668907115495,2013,Restaurant
176697,1114696,tai cho cafe,2222227.0,restaurant,60616.0,2013-02-26,41.831958178116174,-87.61748009800107,2013,Restaurant
176703,1319516,university food systems inc ,33352.0,restaurant,60637.0,2013-04-29,41.78581386805687,-87.6016714763546,2013,Restaurant
176707,1321571,4js,2221608.0,restaurant,60617.0,2013-01-25,41.738900748116855,-87.58583792292983,2013,Restaurant
176708,1154937,ming s chop suey,56535.0,restaurant,60649.0,2013-03-14,41.76567111158839,-87.5666531727112,2013,Restaurant
176719,1296289,t   t mexican restaurant,34396.0,restaurant,60617.0,2013-03-06,41.732847079711306,-87.55117614380433,2013,Restaurant
176721,1324389,jimmy john s   van buren,1916362.0,restaurant,60607.0,2013-04-08,41.87677248678597,-87.6477882888083,2013,Restaurant
176728,1151215,oriental chop suey,37670.0,restaurant,60643.0,2013-04-04,41.721243419132925,-87.66830278914065,2013,Restaurant
176729,1154867,white castle  49,28486.0,restaurant,60628.0,2013-02-13,41.69267123975021,-87.64253262335494,2013,Restaurant
176735,1326771,club de la felicidad,2083447.0,restaurant,60626.0,2013-04-08,42.01221999285153,-87.67442374292315,2013,Restaurant
176737,1271514,bakers square  220185,1980308.0,restaurant,60634.0,2013-01-24,41.94671069564422,-87.80690903704935,2013,Restaurant
176740,1138896,westin river north chgo hotel   employee cafe,55254.0,restaurant,60654.0,2013-04-01,41.88807037763845,-87.62969225672218,2013,Restaurant
176743,1151147,panera bread  933,1592177.0,restaurant,60643.0,2013-02-22,41.721075147894496,-87.68032406863061,2013,Restaurant
176749,1154836,china garden chinese restaurant,2137407.0,restaurant,60628.0,2013-01-25,41.695565472930646,-87.64262489325955,2013,Restaurant
176752,1324321,hong kong delight iii  inc,63356.0,restaurant,60607.0,2013-02-20,41.86617419725293,-87.63935715030641,2013,Restaurant
176753,1155000,royal caribbean jerk,2092903.0,restaurant,60649.0,2013-04-18,41.76638421797862,-87.57269446868935,2013,Restaurant
176757,1292275,poag mahone s,1337364.0,restaurant,60604.0,2013-01-17,41.87801448724954,-87.63318903001444,2013,Restaurant
176759,1321746,birrieria de la torre,1358563.0,restaurant,60629.0,2013-02-06,41.77061934281714,-87.72270418892046,2013,Restaurant
176761,1324350,morgan street cafe,1595203.0,restaurant,60607.0,2013-03-11,41.88004797012525,-87.65183157127098,2013,Restaurant
176766,1292357,modern wing terzo piano,1954252.0,restaurant,60604.0,2013-02-28,41.88073951830644,-87.62270010046835,2013,Restaurant
176770,1326402,3 abejas,2240867.0,restaurant,60608.0,2013-03-18,41.85179960067084,-87.69490412800289,2013,Restaurant
176773,1098894,the modelo club house inc,1193623.0,restaurant,60625.0,2013-03-20,41.968465035458976,-87.71780389876434,2013,Restaurant
176777,1146315,new china tea,1679502.0,restaurant,60632.0,2013-02-22,41.79330538831986,-87.7242359424026,2013,Restaurant
176780,1326515,polk   western inc,20689.0,restaurant,60612.0,2013-03-22,41.87161089478699,-87.6860303713524,2013,Restaurant
176783,1277799,yuzu,2064138.0,restaurant,60622.0,2013-04-19,41.89591277323432,-87.6703393429999,2013,Restaurant
176786,1345208,starbucks coffee  10199,1648986.0,restaurant,60603.0,2013-04-16,41.87988544030099,-87.62921159480324,2013,Restaurant
176787,1321751,taqueria el herradero,74033.0,restaurant,60629.0,2013-02-06,41.76869208970072,-87.72265418825607,2013,Restaurant
176792,1235723,alma pita restaurant  inc ,1120021.0,restaurant,60640.0,2013-04-08,41.96543518932344,-87.66117218838588,2013,Restaurant
176800,1335272,taqueria el arco  3 el pollo feliz  inc ,1964458.0,restaurant,60629.0,2013-05-02,41.76512642177413,-87.72227898862089,2013,Restaurant
176802,1321725,wok this way restaurant,1998516.0,restaurant,60638.0,2013-02-05,41.77270386076704,-87.74194986932865,2013,Restaurant
176808,1322119,costello s sandwiches,1986578.0,restaurant,60618.0,2013-03-05,41.94310043866389,-87.67909520861976,2013,Restaurant
176811,1084415,firehouse grill,2232837.0,restaurant,60644.0,2013-02-26,41.86567931830496,-87.76625759772442,2013,Restaurant
176814,1072338,white castle  53,28479.0,restaurant,60620.0,2013-04-04,41.75053498125816,-87.65865206228968,2013,Restaurant
176819,1138847,the kerryman,1479396.0,restaurant,60654.0,2013-02-25,41.89414548059597,-87.63104250292555,2013,Restaurant
176821,1084463,la catedral cafe   restaurant,2133988.0,restaurant,60623.0,2013-03-26,41.84618419734266,-87.70888991434978,2013,Restaurant
176822,1324296,sabor express,2014184.0,restaurant,60607.0,2013-01-31,41.86950816613224,-87.65791982305397,2013,Restaurant
176826,1324362,artopolis bakery  cafe   angor,78836.0,restaurant,60661.0,2013-03-19,41.87772113783411,-87.64738599355731,2013,Restaurant
176831,1235761,hon kee rest inc,2751.0,restaurant,60640.0,2013-05-02,41.973385778876285,-87.65750874906352,2013,Restaurant
176832,1324307,chicago busy burger,21159.0,restaurant,60607.0,2013-02-06,41.86955050162806,-87.65520491655957,2013,Restaurant
176833,1335472,chen s chinese restaurant,1680612.0,restaurant,60623.0,2013-04-05,41.84437331855469,-87.72226066739131,2013,Restaurant
176837,1326755,la tacorea inc ,2102722.0,restaurant,60657.0,2013-04-05,41.93984552587924,-87.65110497449828,2013,Restaurant
176840,1206446,the art of chicken,2202818.0,restaurant,60647.0,2013-02-15,41.91874171803892,-87.68730089444456,2013,Restaurant
176844,1155006,d and m cafe,1933670.0,restaurant,60619.0,2013-04-22,41.74463071532952,-87.60490519818548,2013,Restaurant
176847,1286291,hong wing china delight,1596874.0,restaurant,60707.0,2013-03-06,41.90918903775967,-87.79082897908107,2013,Restaurant
176853,920301,bonfire grill,2231773.0,restaurant,60619.0,2013-03-13,41.76571672629447,-87.60558402698705,2013,Restaurant
176855,1327173,gorditas santiago,2021170.0,restaurant,60629.0,2013-04-25,41.77860715611151,-87.71888742431345,2013,Restaurant
176862,1277722,bismark rest inc,33747.0,restaurant,60622.0,2013-03-08,41.90652074293957,-87.68697283049944,2013,Restaurant
176864,1072283,famous grill,1997608.0,restaurant,60620.0,2013-02-21,41.73905686194975,-87.66329415483473,2013,Restaurant
176865,1329229,ambassador,44653.0,restaurant,60634.0,2013-04-02,41.93815884821092,-87.80315795762327,2013,Restaurant
176867,1198678,butcher   the burger,2121068.0,restaurant,60614.0,2013-01-28,41.917981293152046,-87.6543408517294,2013,Restaurant
176872,1326271,beefy s,12673.0,restaurant,60638.0,2013-03-12,41.78687014877278,-87.80116330469188,2013,Restaurant
176884,1322476,kitchen 17 llc,2252720.0,restaurant,60657.0,2013-04-30,41.93903281329238,-87.64494165404355,2013,Restaurant
176886,1319479,ramada lake shore inn,1140862.0,restaurant,60615.0,2013-04-10,41.8061703876328,-87.58579957251453,2013,Restaurant
176891,1198677,matisse,1249664.0,restaurant,60614.0,2013-01-25,41.932880681047216,-87.64642428296138,2013,Restaurant
176893,1227760,al bar b que,16769.0,restaurant,60653.0,2013-02-21,41.81641927033939,-87.62365733483833,2013,Restaurant
176894,1138808,hotel allegro,1803050.0,restaurant,60601.0,2013-02-05,41.88436187748195,-87.63316453760919,2013,Restaurant
176901,1154962,a p deli,47405.0,restaurant,60649.0,2013-03-26,41.75877940103819,-87.57505446746121,2013,Restaurant
176903,1098862,george s grill kabab inc,2055437.0,restaurant,60625.0,2013-03-06,41.968552976401575,-87.70920976165465,2013,Restaurant
176905,1326220,browntrout,1960181.0,restaurant,60618.0,2013-03-08,41.95634989191906,-87.68012913494145,2013,Restaurant
176910,1322178,demerios marneris,7813.0,restaurant,60629.0,2013-03-07,41.787976364169765,-87.70325124213517,2013,Restaurant
176911,1324303,au cheval,2120653.0,restaurant,60607.0,2013-02-05,41.88451545836221,-87.64749730032112,2013,Restaurant
176922,1277681,kikka  kingsbury,1968898.0,restaurant,60642.0,2013-02-04,41.90939878780941,-87.65305069789407,2013,Restaurant
176938,1335287,cs posible,2049460.0,restaurant,60629.0,2013-05-02,41.790253644535255,-87.70361006908237,2013,Restaurant
176942,1114720,five guys burger   fries,2163680.0,restaurant,60605.0,2013-03-12,41.86780855633872,-87.62598003302648,2013,Restaurant
176947,1098891,taco place   steakhouse,2054872.0,restaurant,60625.0,2013-03-20,41.9688197235684,-87.6822915036914,2013,Restaurant
