,inspection_id,dba_name,license_,facility_type,inspection_date,latitude,longitude,year,category
101042,1966354,Cafe Central,2204097.0,restaurant,2016-10-13,41.89601487282557,-87.66400463193145,2016,Restaurant
101045,1970362,CUETZALA GRO. RESTAURANT,1578895.0,restaurant,2016-10-27,42.01548127617378,-87.67526202547505,2016,Restaurant
101051,1965845,EL SURTIDAZO BOTANERO,2437385.0,restaurant,2016-10-04,41.86560372380698,-87.77173659342876,2016,Restaurant
101055,1960556,SAUCY PORKA,2252541.0,restaurant,2016-09-15,41.876797440785374,-87.63325591022408,2016,Restaurant
101067,1966932,DOLLOP COFFEE COMPANY,2189332.0,restaurant,2016-10-21,41.89251830082217,-87.61850242693725,2016,Restaurant
101071,1735094,CAFE HUONG,2374798.0,restaurant,2016-03-30,41.968439060379936,-87.69669590518936,2016,Restaurant
101072,1734745,AKA AVE 21,2424018.0,restaurant,2016-03-24,41.920080499210265,-87.66248016891137,2016,Restaurant
101078,1953245,Red Ivy,1847485.0,restaurant,2016-08-26,41.94628081101039,-87.65560312808297,2016,Restaurant
101081,1966657,CANDLELIGHT,1275444.0,restaurant,2016-10-18,42.017406800731486,-87.69034419202528,2016,Restaurant
101088,1960341,MANNY'S CAFE MIDWAY,1197659.0,restaurant,2016-09-14,41.789329323265385,-87.74164564419637,2016,Restaurant
101090,1966713,TORTILLA SOUP,78989.0,restaurant,2016-10-18,41.94921947071411,-87.80699727423111,2016,Restaurant
101093,1965697,PRIDE SUSHI AND THAI,2313790.0,restaurant,2016-09-30,41.99056417789373,-87.69728073381681,2016,Restaurant
101096,1953958,El Publano,1270938.0,restaurant,2016-09-08,41.80117294132671,-87.68964172788282,2016,Restaurant
101097,1954009,HARRY'S CAFE,2384853.0,restaurant,2016-09-08,41.895941873282055,-87.61853671919962,2016,Restaurant
101098,1965563,MOM'S & DAD'S DELI,27392.0,restaurant,2016-09-29,41.77673388514405,-87.76152793545329,2016,Restaurant
101100,1954110,INTELLIGENTSIA COFFEE & TEA,2147218.0,restaurant,2016-09-09,41.8880742810662,-87.63495520292739,2016,Restaurant
101105,1970213,BONNIE'S,36324.0,restaurant,2016-10-25,41.84427443909553,-87.71484460745455,2016,Restaurant
101107,1966919,Chartwells @ DePaul University,1166643.0,restaurant,2016-10-21,41.878110156499886,-87.62753454596945,2016,Restaurant
101111,1951107,STARBUCKS COFFEE #8972,1548445.0,restaurant,2016-08-24,41.896808636148165,-87.62661990963578,2016,Restaurant
101114,1960898,BURGER KING #6358,2368795.0,restaurant,2016-09-21,41.95302475075328,-87.78668323766634,2016,Restaurant
101116,1960528,ARTURO'S TACOS,17234.0,restaurant,2016-09-15,41.91760789157746,-87.68726399716304,2016,Restaurant
101120,1970234,STARBUCKS COFFEE #2261,23071.0,restaurant,2016-10-25,41.87856015362371,-87.63652387205532,2016,Restaurant
101125,1970520,RINCONCITO ECUATORIANO,2495923.0,restaurant,2016-10-31,41.95383012655138,-87.70480535927285,2016,Restaurant
101131,1965986,PORKCHOP,2321015.0,restaurant,2016-10-05,41.87466288077968,-87.62906528869487,2016,Restaurant
101132,1632177,FULLWEST BP GAS & SUBWAY,1331608.0,restaurant,2016-02-24,41.924791906639214,-87.68752179516619,2016,Restaurant
101133,1966793,ANTOJITOS MAJICOS,2245426.0,restaurant,2016-10-19,41.968468819581474,-87.71748860242933,2016,Restaurant
101137,1746316,S'  PAISANS PIZZA & GRILL,1740590.0,restaurant,2016-10-11,41.80901096180861,-87.64336385382629,2016,Restaurant
101138,1966383,HAROLD'S CHICKEN # 71,56003.0,restaurant,2016-10-13,41.85395237977426,-87.62537587283745,2016,Restaurant
101139,1951018,SHISO,1933960.0,restaurant,2016-08-23,41.910976463600086,-87.64053424207636,2016,Restaurant
101141,1966625,DUNKIN DOUNUTS / BASKIN ROBINS,1648477.0,restaurant,2016-10-17,41.883115221384855,-87.62517250873418,2016,Restaurant
101147,1967150,MAG'S GRILL,2429126.0,restaurant,2016-10-25,41.98600113711187,-87.78752792018707,2016,Restaurant
101149,1954020,JIMMY JOHN'S-JACKSON,1916361.0,restaurant,2016-09-08,41.8783126806928,-87.62753415970441,2016,Restaurant
101150,1966417,CY'S KING CRAB OYSTER BAR AND GRILL,2348658.0,restaurant,2016-10-13,41.89427506964272,-87.65214171428475,2016,Restaurant
101157,1953692,ROYAL INDIAN GRILL INC.,2299016.0,restaurant,2016-09-02,41.940634346439296,-87.65105735655327,2016,Restaurant
101166,1960799,JAMBA JUICE #586,2359302.0,restaurant,2016-09-19,41.7202818822649,-87.68189669773218,2016,Restaurant
101167,1953349,GARLIC & CHILI THAI CUISINE,68311.0,restaurant,2016-08-29,41.90484145121828,-87.63310112695247,2016,Restaurant
101179,1967022,"YUMMY YUMMY NOODLES, INC.",2495710.0,restaurant,2016-10-21,41.84995400192252,-87.63209419559098,2016,Restaurant
101180,1954006,TAQUERIA SANTA RITA,52033.0,restaurant,2016-09-08,41.968644613011605,-87.69828568537154,2016,Restaurant
101184,1970525,LABRIOLA BAKERY CAFE,2340972.0,restaurant,2016-10-31,41.891897075755246,-87.62401628855874,2016,Restaurant
101188,1970791,THE WOODLAWN TAP,79075.0,restaurant,2016-11-03,41.79517302761119,-87.59685083960005,2016,Restaurant
101197,1971032,PIGGYBACK,2412121.0,restaurant,2016-11-08,41.88199433820508,-87.6397586848809,2016,Restaurant
101204,1965508,LO'S CHINESE KITCHEN,42194.0,restaurant,2016-09-29,41.95408331771469,-87.69830277007019,2016,Restaurant
101211,1931733,GLAZE TERIYAKI GRILL,2405772.0,restaurant,2016-05-26,41.93805777122924,-87.6444808125829,2016,Restaurant
101212,1791220,SKY LAKE CHINESE KITCHEN,2027332.0,restaurant,2016-08-29,41.69265703428748,-87.62623926323779,2016,Restaurant
101228,1965247,GOLDEN FISH,1330297.0,restaurant,2016-09-26,41.81332207930693,-87.60650258804068,2016,Restaurant
101231,1966698,TAQUERIA NUEVO JALISCO,2348465.0,restaurant,2016-10-18,41.91704981897573,-87.72707606104667,2016,Restaurant
101235,1951234,STARBUCKS COFFEE #232,23041.0,restaurant,2016-09-09,41.88683151231688,-87.62655608493642,2016,Restaurant
101237,1931933,BELLONA'S PIZZA,1194787.0,restaurant,2016-06-01,41.96099494638974,-87.71505149141302,2016,Restaurant
101242,1960769,HYDERABAD KABAB CORNER INC.,2422813.0,restaurant,2016-09-19,41.99733487277621,-87.69123961702296,2016,Restaurant
101247,1953811,BURGER KING #12371,2368806.0,restaurant,2016-09-06,41.895260950237294,-87.72574429245381,2016,Restaurant
101248,1970673,WELLS STREET POPCORN,2120522.0,restaurant,2016-11-01,41.932920973712655,-87.6451545476329,2016,Restaurant
101249,1953618,KABAB GRILL INC.,2292977.0,restaurant,2016-09-01,41.98317026145857,-87.70978439814249,2016,Restaurant
101252,1970679,GEORGIOS ON DIVISION,2319925.0,restaurant,2016-11-01,41.903823842447046,-87.62916036215749,2016,Restaurant
101254,1960967,CITY GRILL AND CAFE,2359798.0,restaurant,2016-09-21,41.895080938135145,-87.74997733714781,2016,Restaurant
101259,1975375,LOS JALPENOS CORPORATION,2458134.0,restaurant,2016-11-14,41.94162586513457,-87.72822990010388,2016,Restaurant
101265,1966405,GALILEO BAR,34236.0,restaurant,2016-10-13,42.008536400868735,-87.91442843927047,2016,Restaurant
101272,1951228,GREEN APPLE PHOEVER,2437653.0,restaurant,2016-09-08,41.881866029037454,-87.63106646768065,2016,Restaurant
101273,1966126,KENNEDY FISH CHICKEN AND GYROS,1575882.0,restaurant,2016-10-06,41.80940484400434,-87.62230131109453,2016,Restaurant
101283,1967010,SUPREME FISH & STEAK HOAGI,2176973.0,restaurant,2016-10-21,41.79340968482118,-87.66471641725197,2016,Restaurant
101285,1960663,THE CLIFF DWELLERS,29162.0,restaurant,2016-09-16,41.87948932869769,-87.6244981249339,2016,Restaurant
101294,1953837,FISH MARKET INC.,2283731.0,restaurant,2016-09-06,41.707374981987456,-87.61694603288984,2016,Restaurant
101310,1953332,CHECKERS DRIVE-IN RESTAURANTS,2177289.0,restaurant,2016-08-29,41.79491574083117,-87.63037666540296,2016,Restaurant
101314,1951208,WENTWORTH RESTAURANT,2364478.0,restaurant,2016-08-26,41.72177134639195,-87.62843656216967,2016,Restaurant
101336,1965341,WOK THIS WAY RESTAURANT,1998516.0,restaurant,2016-09-27,41.77270386076704,-87.74194986932865,2016,Restaurant
101343,1966115,LOS PANCHO'S RESTAURANT,37209.0,restaurant,2016-10-06,41.77849967060516,-87.72673558708598,2016,Restaurant
101346,1970542,BEEFY'S,12673.0,restaurant,2016-10-31,41.78687014877278,-87.80116330469188,2016,Restaurant
101359,1951284,GAYLE'S BEST EVER GRILLED CHEESE,2446669.0,restaurant,2016-10-20,41.88342263701488,-87.62802165207536,2016,Restaurant
101360,1752253,5077 KIKO MEAT MARKET,1446770.0,restaurant,2016-08-23,41.97387158789304,-87.69178983828716,2016,Restaurant
101361,1966436,HOOTERS,69926.0,restaurant,2016-10-13,41.98573161245152,-87.83271216824177,2016,Restaurant
101369,1951197,"MANOLOS TAMALES, INC. #2",1873306.0,restaurant,2016-08-26,41.77856521317874,-87.74013049868257,2016,Restaurant
101370,1951170,STAN'S DONUTS & COFFEE,2437482.0,restaurant,2016-08-26,41.86753862662266,-87.6262084807218,2016,Restaurant
101384,1966992,SQUARE GRILL,1948155.0,restaurant,2016-10-21,41.93927228557296,-87.69979588412592,2016,Restaurant
101385,1953577,KHAN BBQ RESTAURANT,1968904.0,restaurant,2016-08-31,41.99761868884109,-87.6899394819467,2016,Restaurant
101390,1966431,ISLAND FISH AND CHICKEN,2437148.0,restaurant,2016-10-13,41.77224374332345,-87.65416114140606,2016,Restaurant
101393,1953225,OLD FIFTH,2233086.0,restaurant,2016-08-26,41.88157109403527,-87.65313284498924,2016,Restaurant
101401,1951068,Porkchop,2373923.0,restaurant,2016-08-23,41.87939700209408,-87.62663087278814,2016,Restaurant
101402,1621237,ANONG INC.,1942424.0,restaurant,2016-01-27,41.927553281128986,-87.69763849344159,2016,Restaurant
101405,1965865,FOGO DE CHAO CHURRASCARIA (CHICAGO) LLC,1196816.0,restaurant,2016-10-04,41.8941247035236,-87.63251632012691,2016,Restaurant
101406,1970878,"M & G CHAR GRILL,, INC.",1887880.0,restaurant,2016-11-04,41.95409491446792,-87.67504823784746,2016,Restaurant
101407,1960545,NEWPORT BAR & GRILLE,42885.0,restaurant,2016-09-15,41.94445156473188,-87.66329837669139,2016,Restaurant
101412,1951314,11 DINING,2495878.0,restaurant,2016-11-09,41.88184063003713,-87.63325508941321,2016,Restaurant
101421,1953524,BAR CELONA,75103.0,restaurant,2016-08-31,41.94537989344811,-87.65522014489368,2016,Restaurant
101427,1965812,STARBUCK'S,34206.0,restaurant,2016-10-04,42.008536400868735,-87.91442843927047,2016,Restaurant
101428,1970894,KING CAFE GOURMET & GO,2418799.0,restaurant,2016-11-04,41.87802565526084,-87.63206228626693,2016,Restaurant
101433,1970731,JOURNEY INTO FITNESS,2391786.0,restaurant,2016-11-02,41.6914995807571,-87.69741414178995,2016,Restaurant
101434,1960603,BIRRIERIA JALISCO,1772607.0,restaurant,2016-09-16,41.80851120585815,-87.68669535004372,2016,Restaurant
101435,1967148,LORETTA'S BAKE SHOP AND CAFE,2136896.0,restaurant,2016-10-25,41.884232073890814,-87.65125632895113,2016,Restaurant
101436,1953436,JURASSIC GRILL,2482974.0,restaurant,2016-08-30,42.012428249747394,-87.69986135495242,2016,Restaurant
101447,1966542,NAMO RESTAURANT,2138309.0,restaurant,2016-10-14,41.95234330520047,-87.6776567659055,2016,Restaurant
101448,1966416,AFC SUSHI @ WALGREENS #15196,2133989.0,restaurant,2016-10-13,41.88452436176266,-87.6277645489575,2016,Restaurant
101454,1960520,JAMBA JUICE #629,1491676.0,restaurant,2016-09-15,41.91953593499039,-87.66172369432505,2016,Restaurant
101455,1966300,HAROLDS 057,1980620.0,restaurant,2016-10-11,41.75070695199657,-87.63227093853767,2016,Restaurant
101460,1953815,WRIGLEYVILLE DAIRY QUEEN,1593537.0,restaurant,2016-09-06,41.95111252904561,-87.66398208917064,2016,Restaurant
101461,1966275,FIN SUSHI BAR,2079332.0,restaurant,2016-10-11,41.965299735031415,-87.67259229705587,2016,Restaurant
101463,1953367,MAY STREET CAFE,1992573.0,restaurant,2016-08-29,41.85262494622832,-87.65491858465299,2016,Restaurant
101464,1966870,ALCOIRIS INC,30948.0,restaurant,2016-10-20,41.9170519669328,-87.72689273615504,2016,Restaurant
101468,1961124,UNITED SOCIAL FISHING & HUNTIN,23939.0,restaurant,2016-09-23,41.96094625552005,-87.71910892165124,2016,Restaurant
101469,1951061,ZEUS GYROS INC,46817.0,restaurant,2016-08-23,41.878052102880496,-87.64756642031503,2016,Restaurant
101474,1951140,RAMIREZ FAST FOOD,1354954.0,restaurant,2016-08-24,41.89088178023672,-87.66640916519835,2016,Restaurant
101479,1951262,EL JARDIN MEXICAN & AMERICAN FOOD,1868587.0,restaurant,2016-10-05,41.88770537937826,-87.62058814392799,2016,Restaurant
101484,1960927,"MR ZEES, INC",49683.0,restaurant,2016-09-21,41.95279200024572,-87.78670111988033,2016,Restaurant
101485,1966897,JERK PARADISE GRILLE,2464202.0,restaurant,2016-10-19,41.754361010855725,-87.64428596725203,2016,Restaurant
101491,1954207,THALI'S RESTAURANT,1975224.0,restaurant,2016-09-13,41.93834100224705,-87.77635804996433,2016,Restaurant
101493,1953999,VAN PHAT RESTAURANT,1166473.0,restaurant,2016-09-08,41.93170179647224,-87.71244865583952,2016,Restaurant
101496,1960770,GRAND SUB,1095025.0,restaurant,2016-09-19,41.90600596637657,-87.72572322529149,2016,Restaurant
101497,1936216,RESTAURANT EL MOGOTE,2043368.0,restaurant,2016-09-08,41.972002099134194,-87.70842939666973,2016,Restaurant
101508,1960306,THE GRAYSTONE TAVERN,2428445.0,restaurant,2016-09-13,41.94477276328082,-87.65410784813349,2016,Restaurant
101515,1975359,EL ANCLA,2385289.0,restaurant,2016-11-14,41.95243739681394,-87.81649552747085,2016,Restaurant
101516,1965621,DRAKE HOTEL,1766380.0,restaurant,2016-09-29,41.90011845725853,-87.62398051946951,2016,Restaurant
101517,1960766,SIMPLY SOUPS SALADS & SANDWICHES,2222369.0,restaurant,2016-09-19,41.80937219124071,-87.61014589939184,2016,Restaurant
101528,1953880,PENNY'S NOODLES SHOP,2055472.0,restaurant,2016-09-07,41.90942674415946,-87.67758328415117,2016,Restaurant
101533,1951247,SWEETWATER,1969710.0,restaurant,2016-09-22,41.88637740620821,-87.62438167043969,2016,Restaurant
101534,1966328,R J GRUNTS,853.0,restaurant,2016-10-12,41.92003078139471,-87.636545550607,2016,Restaurant
101536,1954094,THE BEAN CAFFE',59444.0,restaurant,2016-09-09,41.92418810267984,-87.65492897859191,2016,Restaurant
101537,1960741,STARBUCKS COFFEE #9757,1767598.0,restaurant,2016-09-19,41.86888971111206,-87.63909892808796,2016,Restaurant
101539,1951183,MR. CALAMARI SEAFOOD GRILL & CHICKEN,2429240.0,restaurant,2016-08-26,41.724809224398726,-87.6431577606974,2016,Restaurant
101540,1953633,WINJAMMER MARINA,79113.0,restaurant,2016-09-01,41.64637082018021,-87.56034196262158,2016,Restaurant
101543,1953489,LE PARIS BAKERY NO 2 INC,1095974.0,restaurant,2016-08-30,41.79398241686428,-87.72332780175996,2016,Restaurant
101546,1970651,WILMER PALACIOS,2147685.0,restaurant,2016-11-01,41.96134381609006,-87.70085058896258,2016,Restaurant
101547,1970608,WASABI CAFE,2083473.0,restaurant,2016-11-01,41.952396534916815,-87.67769351783434,2016,Restaurant
101551,1966053,MR. TACO'S RESTAURANT,2074632.0,restaurant,2016-10-06,41.8961577553467,-87.66883075218063,2016,Restaurant
101564,1954169,KAROLINKA CLUB,1645224.0,restaurant,2016-09-09,41.78156970293239,-87.76201319891189,2016,Restaurant
101574,1967187,LOS MANGOS NEVERIA Y FRUITERIA,2290196.0,restaurant,2016-10-25,41.84417514429002,-87.72204721914427,2016,Restaurant
101577,1960838,LD PHO,2391120.0,restaurant,2016-09-20,41.96733957280832,-87.70858545830879,2016,Restaurant
101578,1953222,1ST CHOP SUEY,2134789.0,restaurant,2016-08-26,41.795905405807005,-87.7604101550318,2016,Restaurant
101580,1965278,HABANA LIBRE,1739016.0,restaurant,2016-09-26,41.89623331514181,-87.66407715985986,2016,Restaurant
101583,1966845,ATOMIX CAFE,2088498.0,restaurant,2016-10-20,41.895804659381085,-87.67690902890348,2016,Restaurant
101584,1953266,BARN & COMPANY,2308003.0,restaurant,2016-08-26,41.929124235504766,-87.65333791705932,2016,Restaurant
101591,1953216,SUPERDAWG DRIVE-IN INC,3616.0,restaurant,2016-08-26,41.996608859821066,-87.78699944881153,2016,Restaurant
101594,1951136,INSPIRATION KITCHENS UPTOWN,1596518.0,restaurant,2016-08-24,41.96776069240423,-87.65465753524641,2016,Restaurant
101595,1954182,CORK AND KERRY ON 33RD,2013348.0,restaurant,2016-09-09,41.83465022661981,-87.6341618168069,2016,Restaurant
101597,1954024,CHERUBS 1,1770200.0,restaurant,2016-09-08,41.92497651650806,-87.69116242232869,2016,Restaurant
101600,1953690,HAMPTON INN,1742248.0,restaurant,2016-09-02,41.880844959557606,-87.62859104497413,2016,Restaurant
101601,1965820,SPECIAL KUDO,2492446.0,restaurant,2016-10-04,41.95377882546025,-87.64985955666889,2016,Restaurant
101606,1953470,SUPER SUBMARINE,1770844.0,restaurant,2016-08-30,41.90116002680116,-87.66757975077441,2016,Restaurant
101607,1953333,CAFETIN TAINO,2130134.0,restaurant,2016-08-29,41.90305420014172,-87.69477042078294,2016,Restaurant
101609,1965400,SALUD ES VIDA,2234228.0,restaurant,2016-09-27,41.85199480423206,-87.68031324904591,2016,Restaurant
101613,1965546,PALM COURT,1766393.0,restaurant,2016-09-29,41.90011845725853,-87.62398051946951,2016,Restaurant
101615,1961151,TOP DOG II,2129684.0,restaurant,2016-09-23,41.95354000964034,-87.72747981347085,2016,Restaurant
101624,1965468,BURWOOD TAP,158.0,restaurant,2016-09-28,41.92920519052382,-87.64752248718568,2016,Restaurant
101628,1946458,RED EYES COFFEE CORP,1494444.0,restaurant,2016-07-13,41.957673948828486,-87.68138944682875,2016,Restaurant
101630,1967067,O'DONNELLS,33820.0,restaurant,2016-10-24,41.96246973487343,-87.73215028038183,2016,Restaurant
101631,1966664,A-CUPZ,2470179.0,restaurant,2016-10-18,41.94014913764849,-87.6446627167078,2016,Restaurant
101632,1971199,STARBUCKS COFFEE #2484,1139807.0,restaurant,2016-11-10,41.89826161908875,-87.62516469194003,2016,Restaurant
101633,1960505,LONNIE'S PIZZERIA INC,80795.0,restaurant,2016-09-15,41.95194858372332,-87.83594475494411,2016,Restaurant
101641,1965280,JENI'S SPLENDID ICE CREAMS,2384880.0,restaurant,2016-09-26,41.90888182259455,-87.67490268668018,2016,Restaurant
101644,1975390,MILA 1,2391266.0,restaurant,2016-11-14,41.8819664487557,-87.64127582547708,2016,Restaurant
101650,1975281,U RICE,2496152.0,restaurant,2016-11-10,41.91180564195039,-87.64814978058949,2016,Restaurant
101653,1970657,EL SAZON DE VICTORIA,2229330.0,restaurant,2016-11-01,41.92067663098194,-87.77563026904085,2016,Restaurant
101672,1953723,THEORY SPORTS DIV LOUNGE,1908616.0,restaurant,2016-09-02,41.88994931062032,-87.62837357133523,2016,Restaurant
101680,1951311,PANDA EXPRESS #389,1801494.0,restaurant,2016-11-04,41.88458626715456,-87.63101044588599,2016,Restaurant
101682,1953437,QUICK BITE CARRY OUT,20639.0,restaurant,2016-08-30,41.975691455171,-87.6889952971199,2016,Restaurant
101686,1975319,RADAIOS BROS FRANKSVILLE INC,24224.0,restaurant,2016-11-14,41.944944690917175,-87.80714093729617,2016,Restaurant
101701,1970987,EUREST DINING SERVICES AT CAFE 300,1948511.0,restaurant,2016-11-08,41.887528639656935,-87.63264683652446,2016,Restaurant
101702,1967156,ELLY'S PANCAKE HOUSE,2314428.0,restaurant,2016-10-25,41.976734342480846,-87.76886263557022,2016,Restaurant
101709,1966003,ICANDY SUGAR SHOPPE,2477130.0,restaurant,2016-10-05,41.88026337218459,-87.62450498038699,2016,Restaurant
101712,1966948,ZANIES COMEDY CLUBS INC,36271.0,restaurant,2016-10-21,41.91056681047194,-87.63483920283966,2016,Restaurant
101714,1970319,HOLIDAY INN SUITES,67732.0,restaurant,2016-10-27,41.87451215422576,-87.63986470914409,2016,Restaurant
101721,1966201,DOWNTOWN DOCKS,2464438.0,restaurant,2016-10-07,41.88695229666371,-87.62899408460399,2016,Restaurant
101723,1970447,XURRO,2496049.0,restaurant,2016-10-28,41.85785845490005,-87.66927556079463,2016,Restaurant
101724,1965638,EUREST DINING SERVICE @ ALBANY BANK & TRUST,21595.0,restaurant,2016-09-30,41.968510142287705,-87.71342577524767,2016,Restaurant
101728,1970294,TRINITY BAR,33783.0,restaurant,2016-10-26,41.93217875319461,-87.6488453709766,2016,Restaurant
101733,1965283,SMALL BURGER INC,2333281.0,restaurant,2016-09-26,41.85782112548323,-87.67198406803239,2016,Restaurant
101738,1955333,CHICAGO'S ORIGINAL MAXWELL ST,1249273.0,restaurant,2016-11-02,41.79728428953733,-87.68427030634453,2016,Restaurant
101745,1960230,MILLERS PUB,1358614.0,restaurant,2016-09-13,41.789329323265385,-87.74164564419637,2016,Restaurant
101754,1961004,"CAFE' DESCARTES COMPANY,",2069464.0,restaurant,2016-09-22,41.89479837028341,-87.61586664567874,2016,Restaurant
101757,1965964,MORRISON MANAGEMENT SPECIALISTS,1842888.0,restaurant,2016-10-05,41.89589815739559,-87.62077291309295,2016,Restaurant
101758,1961195,OLIVER'S GRILL,2229561.0,restaurant,2016-09-26,41.93841272966437,-87.77043454131243,2016,Restaurant
101764,1960329,METRIC COFFEE CAFE,2488682.0,restaurant,2016-09-14,41.88664924684792,-87.67766942610925,2016,Restaurant
101774,1960962,PIZZERIA DEEPO,2093128.0,restaurant,2016-09-21,41.71400000021333,-87.66706867807574,2016,Restaurant
101775,1953438,DONALDS FAMOUS HOT DOGS,1332360.0,restaurant,2016-08-30,41.84941515284533,-87.68541622615498,2016,Restaurant
101777,1953401,"MANOLOS TAMALES, INC. #1",1873308.0,restaurant,2016-08-30,41.79595669469915,-87.70347960433394,2016,Restaurant
101781,1953600,TAVERNA 750,21439.0,restaurant,2016-09-01,41.94555069309664,-87.6490499606871,2016,Restaurant
101795,1955292,J J FISH,1276007.0,restaurant,2016-10-17,41.796234875219376,-87.63040492438661,2016,Restaurant
101797,1970821,JR'S JAMAICAN TROPICAL CAFE,2451675.0,restaurant,2016-11-03,41.74815353932014,-87.6635265480155,2016,Restaurant
101798,1966214,"AZUCAR, NIEVES AND CAFE CORPORATION",2115244.0,restaurant,2016-10-07,41.84243106360601,-87.7155297508646,2016,Restaurant
101806,1970713,Eurest Dining Services @ Quaker Oats,1275113.0,restaurant,2016-11-02,41.88044790879155,-87.64183897534404,2016,Restaurant
101807,1970306,PIZZA HUT #714390,43676.0,restaurant,2016-10-26,41.96853157398936,-87.68684365389878,2016,Restaurant
101808,1966075,INDIAN BOUNDARY GOLF COURSE,1491988.0,restaurant,2016-10-06,41.93952779973338,-87.84003995465112,2016,Restaurant
101811,1953254,BISTRONOMIC,1718928.0,restaurant,2016-08-26,41.89790609076628,-87.62703233324655,2016,Restaurant
101813,1953844,CAFFE' OLIVA,2152750.0,restaurant,2016-09-06,41.89206360112178,-87.61253372392397,2016,Restaurant
101815,1965462,CAFETERIA MARIANAO,1045614.0,restaurant,2016-09-26,41.92161436223205,-87.6954814291355,2016,Restaurant
101817,1967142,METROPOLIS COFFEE COMPANY,1379788.0,restaurant,2016-10-25,41.99448185650751,-87.65710041981102,2016,Restaurant
101821,1965484,Wendy's,1892674.0,restaurant,2016-09-28,41.71421193159268,-87.68170937080606,2016,Restaurant
101832,1961083,"NADIA FISH & CHICKEN, INC",1985943.0,restaurant,2016-09-22,41.76005986018964,-87.55848986206058,2016,Restaurant
101833,1970220,FILIPINO AMERICAN COUNCIL,39977.0,restaurant,2016-10-25,41.95447294997719,-87.66358644372856,2016,Restaurant
101834,1672216,LA ESPERANZA DEL MANANA,2093922.0,restaurant,2016-11-03,41.79378047274624,-87.69496027657335,2016,Restaurant
101835,1960929,T JOELS FAMILY RESTAURANT,1332161.0,restaurant,2016-09-21,41.85230416966305,-87.67458001001368,2016,Restaurant
101845,1966974,YUMMY BUFFET,2069749.0,restaurant,2016-10-21,41.968146880215976,-87.72649853698593,2016,Restaurant
101848,1965979,ELI'S CHEESECAKE,34224.0,restaurant,2016-10-05,42.008536400868735,-87.91442843927047,2016,Restaurant
101849,1965700,STARBUCKS COFFEE #2877,1444270.0,restaurant,2016-09-30,41.8831080720045,-87.64137747810499,2016,Restaurant
101850,1746298,"WHITE CASTLE SYSTEM, INC.",28490.0,restaurant,2016-09-13,41.79413930911618,-87.66422652481151,2016,Restaurant
101856,1966972,KINNAREE,2457664.0,restaurant,2016-10-21,41.92563809974706,-87.66801562444297,2016,Restaurant
101857,1970897,TAQUERIA LA FIESTA,1799983.0,restaurant,2016-11-04,41.9308726678483,-87.80558156527526,2016,Restaurant
101873,1966961,LOS ARRIADOS INCORPORATED,38025.0,restaurant,2016-10-21,41.844437504987866,-87.70262831394477,2016,Restaurant
101875,1967136,LA ROQUETA RESTAURANT,2488997.0,restaurant,2016-10-25,41.83676105438613,-87.72527035473183,2016,Restaurant
101879,1965345,FRONTERA TORTAS BY RICK  BAYLESS,2363760.0,restaurant,2016-09-27,42.008536400868735,-87.91442843927047,2016,Restaurant
101881,1954194,EL TIPICO,1243543.0,restaurant,2016-09-12,41.902331662977616,-87.74045894485229,2016,Restaurant
101892,1951062,CHICKEN HUT,23914.0,restaurant,2016-08-23,41.94009690438851,-87.64454836666702,2016,Restaurant
101893,1953646,DUNKIN DONUTS BASKIN ROBBINS,77587.0,restaurant,2016-09-01,41.8780002263814,-87.63457501689527,2016,Restaurant
101912,1953481,ABIHA FISH & CHICKEN SUB,2379292.0,restaurant,2016-08-30,41.75190945892386,-87.56101540502641,2016,Restaurant
101914,1975250,GIORDANO'S OF LOGAN SQUARE,1304898.0,restaurant,2016-11-10,41.93318009175959,-87.71391322289217,2016,Restaurant
101916,1960275,WISE OWL DRINKERY & COOKHOUSE,2334563.0,restaurant,2016-09-13,41.87698119928152,-87.65715347956382,2016,Restaurant
101925,1953375,FOOD EXPRESS RESTAURANT,2458555.0,restaurant,2016-08-29,41.82404275377375,-87.62294655194275,2016,Restaurant
101926,1966913,A BAKER'S TALE,2313734.0,restaurant,2016-10-20,41.90301869069548,-87.68080307435751,2016,Restaurant
101927,1965901,BURGUNDY RESTAURANT INC,32111.0,restaurant,2016-10-05,41.95294850745443,-87.77670733646386,2016,Restaurant
101928,1965741,LAWN MAGIC LOUNGE,36126.0,restaurant,2016-09-30,41.769772014709886,-87.7226794740646,2016,Restaurant
101932,1970475,DUKS RED HOTS,69637.0,restaurant,2016-10-28,41.89351341598553,-87.66736304901177,2016,Restaurant
101933,1953743,EL CHISME REST INC,14811.0,restaurant,2016-09-02,41.84457881432445,-87.708539906395,2016,Restaurant
101935,1975235,POPEYES FRIED CHICKEN,11362.0,restaurant,2016-11-10,41.90951865138598,-87.7630187998563,2016,Restaurant
101940,1971139,HANA RESTAURANT,2469898.0,restaurant,2016-11-09,41.86926179479487,-87.65965077399696,2016,Restaurant
101942,1953353,BELLA NOTTE,1379731.0,restaurant,2016-08-29,41.89114149453451,-87.66195667763836,2016,Restaurant
101945,1966092,MONTEALBAN L.L.C.,2027003.0,restaurant,2016-10-06,41.92392648360924,-87.77632683025247,2016,Restaurant
