,inspection_id,dba_name,license_,facility_type,inspection_date,latitude,longitude,year,category
162498,1345487,DELMONICO'S GOURMET,1817644.0,restaurant,2013-08-26,41.886567370886944,-87.62438467059714,2013,Restaurant
162499,1361376,SMALLBAR DIVISION,87119.0,restaurant,2013-09-30,41.90304557777301,-87.67919511353082,2013,Restaurant
162500,1115009,THE GAGE,1679829.0,restaurant,2013-09-09,41.88151441122683,-87.62449559602777,2013,Restaurant
162501,1324670,BACCI-OLDTOWN,1959169.0,restaurant,2013-09-11,41.91105193424884,-87.63419399660445,2013,Restaurant
162503,1319799,BOMBACIGNO'S,70124.0,restaurant,2013-09-30,41.87685078025796,-87.64189705152467,2013,Restaurant
162504,1360208,NANDU RESTAURANT LTD,21547.0,restaurant,2013-08-12,41.92470861943075,-87.69624964010227,2013,Restaurant
162505,1360271,CURRIED LAKEVIEW,2138056.0,restaurant,2013-08-14,41.94073017467244,-87.65113414672994,2013,Restaurant
162507,1296566,SUBWAY SANDWICH & SALAD,1247574.0,restaurant,2013-09-12,41.76063238325362,-87.58633266221408,2013,Restaurant
162508,1324715,WILDFIRE,21034.0,restaurant,2013-10-07,41.89388875332027,-87.63352663681991,2013,Restaurant
162514,1329528,CHUCHOS ON ADDISON INC,1300833.0,restaurant,2013-09-23,41.94492330711078,-87.8264477240194,2013,Restaurant
162518,1106901,JAMAICA JERK,1491380.0,restaurant,2013-10-01,42.01927259325745,-87.672460658442,2013,Restaurant
162522,1296631,Lokal  Contemporary  European,1963864.0,restaurant,2013-10-15,41.91063004025276,-87.67525266517114,2013,Restaurant
162525,1319735,STARBUCK'S COFFEE #226,2271563.0,restaurant,2013-09-04,41.79966712287017,-87.58781452378159,2013,Restaurant
162530,1235969,SHAN FOOD,33463.0,restaurant,2013-09-10,41.97511907731253,-87.65512202484139,2013,Restaurant
162531,1370127,WASABI,2060216.0,restaurant,2013-10-31,41.927561081147296,-87.70470875823611,2013,Restaurant
162538,1228214,NAT'S,2158623.0,restaurant,2013-10-01,41.837812890595934,-87.6354568338994,2013,Restaurant
162541,1360894,KENNY'S RIBS & DUSTIES EXPRESS,2069919.0,restaurant,2013-09-05,41.88024987438824,-87.75606386578109,2013,Restaurant
162544,1115099,DEPAUL UNIVERSITY LOOP CAMPUS BOOKSTORE #085,1595448.0,restaurant,2013-10-25,41.878110156499886,-87.62753454596945,2013,Restaurant
162551,1106859,CAFE AVANTI,1984963.0,restaurant,2013-09-18,41.949373985863005,-87.66422747854159,2013,Restaurant
162553,1387209,J. PATRICK'S,52742.0,restaurant,2013-10-21,41.89330889220757,-87.66216684384946,2013,Restaurant
162554,1228262,REGGIES,1841048.0,restaurant,2013-10-28,41.85394549994518,-87.62695926546962,2013,Restaurant
162555,1361124,"ABIQUIU CAFE, INC",2073692.0,restaurant,2013-09-20,41.93999961847732,-87.65546972706031,2013,Restaurant
162563,1375346,GYOOD,2037956.0,restaurant,2013-11-12,41.93965854594384,-87.68028512217312,2013,Restaurant
162565,1188739,EL GUANACO 2,1514780.0,restaurant,2013-10-01,41.92226642324232,-87.78461492064997,2013,Restaurant
162568,1114975,ZAPATISTA,1592999.0,restaurant,2013-08-15,41.86551744937986,-87.62564805803324,2013,Restaurant
162570,1139081,BISTROT ZINC,65262.0,restaurant,2013-08-15,41.902847888504894,-87.62834736056261,2013,Restaurant
162572,1365303,HERSHEYS CHICAGO STORE,1579157.0,restaurant,2013-10-03,41.89754672513133,-87.6242801868438,2013,Restaurant
162576,1360922,"Safari Cup Coffee, Inc.",1991910.0,restaurant,2013-09-13,41.94357905335495,-87.6640687897183,2013,Restaurant
162577,1099209,AZTECAS MEX TAQUERIA,1740842.0,restaurant,2013-09-26,41.980147023893736,-87.69259562274559,2013,Restaurant
162578,1106794,SAND BAKE,2278765.0,restaurant,2013-08-23,41.99447700110155,-87.65757283226253,2013,Restaurant
162579,1343414,DON PEPE,2138319.0,restaurant,2013-08-19,41.84448352707084,-87.71558453559561,2013,Restaurant
162580,1115019,Yogen Fruz,1979345.0,restaurant,2013-09-18,41.87739693703613,-87.62751493171092,2013,Restaurant
162581,1360669,THE LAZY PARROT,2179208.0,restaurant,2013-09-04,41.91024956670776,-87.68463448701652,2013,Restaurant
162582,1151536,EL ALAMO,1843732.0,restaurant,2013-08-13,41.85752756219609,-87.67809262742072,2013,Restaurant
162585,1151584,TAQUERIA Y TORTILLERIA ATOTONILCO,2279520.0,restaurant,2013-08-29,41.8587359453726,-87.66023237752573,2013,Restaurant
162589,1389238,NITE CAP,35960.0,restaurant,2013-11-12,41.95324249980824,-87.75253198482571,2013,Restaurant
162591,1329516,"MARTINO'S ITALIAN CUISINE & PIZZERIA, INC.",1050.0,restaurant,2013-09-13,41.990198520314,-87.71526237304488,2013,Restaurant
162592,1092615,FIVE GUYS BURGERS AND FRIES,1979467.0,restaurant,2013-09-16,41.925447051329975,-87.64055403728639,2013,Restaurant
162597,1360258,STARBUCKS COFFEE #231,23097.0,restaurant,2013-08-13,41.94337466060576,-87.6637691162607,2013,Restaurant
162599,1188741,SU TAQUERIA EL GALLO BRAVO #4,1766968.0,restaurant,2013-10-02,41.91922446447527,-87.76773430251839,2013,Restaurant
162600,1199078,ANGELO'S TAVERNA,1046801.0,restaurant,2013-09-12,41.91150903005694,-87.63875222616,2013,Restaurant
162603,1360377,WRIGLEY FIELD ROOFTOP CLUB,1897994.0,rest rooftop,2013-08-20,41.94778337649881,-87.65419933912196,2013,Restaurant
162605,1319861,NEXT RESTAURANT,2043542.0,restaurant,2013-10-25,41.88663282965053,-87.65193718995891,2013,Restaurant
162606,1369540,RED PIG ASIAN KITCHEN,2202156.0,restaurant,2013-10-08,41.93587012873439,-87.64440559777034,2013,Restaurant
162608,1365284,BAISI THAI,1043118.0,restaurant,2013-09-25,41.89924859703626,-87.62427497820545,2013,Restaurant
162610,1360865,PRIMO PIZZA INC,33440.0,restaurant,2013-09-12,41.983520143421664,-87.66891302317012,2013,Restaurant
162611,1329453,ARYA BHAVAN,66515.0,restaurant,2013-08-13,41.99778941105874,-87.69272642906584,2013,Restaurant
162612,1092569,TRIPOLI TAVERN,1403566.0,restaurant,2013-08-22,41.91793927207228,-87.65722394118654,2013,Restaurant
162615,1228170,LA CANTINA GRILL,1575716.0,restaurant,2013-09-16,41.85627966980036,-87.62374906633188,2013,Restaurant
162616,1360293,YUSHO,2114195.0,restaurant,2013-08-15,41.93361409357525,-87.70732137816125,2013,Restaurant
162618,1367295,EL BUEN TACO,2183400.0,restaurant,2013-09-26,41.87082601444883,-87.74476763884662,2013,Restaurant
162620,1354204,MAMA LUNA RESTAURANT,1216154.0,restaurant,2013-08-12,41.92402593699772,-87.75410892303567,2013,Restaurant
162625,1370072,MORSEL,2138119.0,restaurant,2013-10-30,42.00801322831398,-87.66626722064632,2013,Restaurant
162627,1072542,ROSCOE'S KITCHEN,2156660.0,restaurant,2013-09-11,41.75069125467628,-87.64799597054453,2013,Restaurant
162632,1139122,NICK'S FISHMARKET,2049226.0,restaurant,2013-09-11,41.8880742810662,-87.63495520292739,2013,Restaurant
162634,1369468,WHITE CASTLE #55,28481.0,restaurant,2013-10-04,41.72273739012355,-87.57550803236391,2013,Restaurant
162638,1367351,CHI-TOWN FRIED CHICKEN,1899172.0,restaurant,2013-10-21,41.89539165375631,-87.73068265191282,2013,Restaurant
162639,1360833,CLARK STREET BEACH,1848417.0,restaurant,2013-09-10,41.94411462308507,-87.6538560206732,2013,Restaurant
162640,1369359,THE QUARRY EVENT CENTER,2261711.0,restaurant,2013-10-01,41.75888651800864,-87.56565795329745,2013,Restaurant
162644,1370055,BOTTLEFORK,2137764.0,restaurant,2013-10-29,41.89042506371873,-87.6309467939866,2013,Restaurant
162645,1228101,JOY YEE NOODLE SHOP,2008459.0,restaurant,2013-08-15,41.85378847066135,-87.63471470519069,2013,Restaurant
162647,1360332,T'S PAISANS PIZZA & GRILL II,1868701.0,restaurant,2013-08-16,41.99016589063192,-87.6583208643017,2013,Restaurant
162651,1092689,LITTLE BEANS CAFE,2065088.0,restaurant,2013-10-28,41.92136586183712,-87.6729207810977,2013,Restaurant
162655,1367332,IRAZU INC,22758.0,restaurant,2013-10-11,41.9153847273932,-87.68497371798973,2013,Restaurant
162657,1329480,Delhi Darbar Kabob House,2013590.0,restaurant,2013-08-28,41.99757606083328,-87.70500110804562,2013,Restaurant
162658,1360618,DENNY'S PIZZA,1299459.0,restaurant,2013-08-29,41.93803296673745,-87.81725960200333,2013,Restaurant
162659,1092629,STARBUCKS COFFEE #2215,23051.0,restaurant,2013-09-26,41.89754225054248,-87.62836994336708,2013,Restaurant
162663,1360642,ARAMARK-SOLDIER FIELD,2262538.0,restaurant,2013-08-29,41.862628294037634,-87.61503109411332,2013,Restaurant
162666,1319706,UNCLE JOE'S JERK CHICKEN,2279057.0,restaurant,2013-08-19,41.80956703834583,-87.6164467757287,2013,Restaurant
162671,1360847,MERCER 113,2107928.0,restaurant,2013-09-11,41.88990349553099,-87.63168042551925,2013,Restaurant
162672,1391210,MAD RIVER BAR & GRILLE,1331472.0,restaurant,2013-10-18,41.93475136249262,-87.6537837264664,2013,Restaurant
162673,1151632,HUAS CHOP SUEY EXPRESS,1801507.0,restaurant,2013-09-16,41.73019625893932,-87.5505637029876,2013,Restaurant
162674,1235929,LOUIS A. WEISS MEMORIAL HOSPITAL,1249761.0,restaurant,2013-08-20,41.96685955069908,-87.64913504207084,2013,Restaurant
162675,1072528,MORRISON'S RESTAURANT,2108657.0,restaurant,2013-09-04,41.74589127255891,-87.663178324629,2013,Restaurant
162679,1296593,TRIPLE CROWN RESTAURANT,1959149.0,restaurant,2013-09-25,41.85243319523894,-87.63185723898262,2013,Restaurant
162680,1367377,GATEWAY FOUNDATION RESIDENTIAL,70744.0,restaurant,2013-11-07,41.869086176523,-87.72140543532703,2013,Restaurant
162684,1360540,PIZZA NOVA INC,3914.0,restaurant,2013-08-27,41.844456002121305,-87.71747987246934,2013,Restaurant
162685,1369221,BERTUCCI'S,15289.0,restaurant,2013-09-25,41.84922775202257,-87.63481829251434,2013,Restaurant
162687,1370039,GLAZED AND INFUSED,2196298.0,restaurant,2013-10-29,41.89913525470018,-87.62178526239309,2013,Restaurant
162689,1361073,LA BOTANA INC.,2269874.0,restaurant,2013-09-19,41.9312114217722,-87.77861499636276,2013,Restaurant
162691,1319713,JIMMY JOHN'S HYDE PARK,1766571.0,restaurant,2013-08-20,41.795082532364255,-87.58831293902966,2013,Restaurant
162692,1305450,ALCATRACES,1937529.0,restaurant,2013-11-05,41.80476200486155,-87.71921534366503,2013,Restaurant
162693,1199021,OH PANINI,2119792.0,restaurant,2013-08-20,41.92555288495804,-87.64951548179694,2013,Restaurant
162694,1370112,AUNTIE ANNIE'S PRETZELS,1045770.0,restaurant,2013-10-30,41.88199433820508,-87.6397586848809,2013,Restaurant
162695,1236019,CREW BAR & GRILL,1447978.0,restaurant,2013-10-03,41.969192709328894,-87.65982315119616,2013,Restaurant
162696,1324628,PAZZO'S CUCINA ITALIANA,2183837.0,restaurant,2013-08-22,41.88323434776848,-87.6366490618587,2013,Restaurant
162698,1114995,THE CLIFF DWELLERS,29162.0,restaurant,2013-08-28,41.87948932869769,-87.6244981249339,2013,Restaurant
162700,1391215,STARBUCKS COFFEE #2514,1143169.0,restaurant,2013-10-25,41.93751375164846,-87.66601909618618,2013,Restaurant
162701,1228202,CHINATOWN CAFE REST,21630.0,restaurant,2013-09-26,41.84537216556989,-87.63196886904205,2013,Restaurant
162702,1360885,GO 4 FOOD INC.,1975189.0,restaurant,2013-09-12,41.85107867234877,-87.632556494207,2013,Restaurant
162703,1389214,MILAN'S RESTAURANT & BAR,1903556.0,restaurant,2013-10-17,41.94103960949828,-87.72605899436533,2013,Restaurant
162708,1360285,LA COCINA,1997624.0,restaurant,2013-08-15,41.93396946560308,-87.70733141899717,2013,Restaurant
162709,1106833,HIRA'S CAFE,2196351.0,restaurant,2013-09-10,42.0080040523078,-87.66664332302713,2013,Restaurant
162710,1151559,"COYOTES RESTAURANT, INC.",2022125.0,restaurant,2013-08-19,41.85773127336358,-87.66335577631256,2013,Restaurant
162711,1361044,Paris in Chicago,2008673.0,restaurant,2013-09-18,41.94215469571216,-87.64948633860013,2013,Restaurant
162714,1092637,Tavish,38512.0,restaurant,2013-09-30,41.92875605419546,-87.66237147194119,2013,Restaurant
162716,1360803,Happy Bodega,2054398.0,restaurant,2013-09-10,41.88743405025222,-87.68184949426895,2013,Restaurant
162717,1139130,RPM ITALIAN,2120388.0,restaurant,2013-09-19,41.890935529568296,-87.62997108918054,2013,Restaurant
162719,1324759,POTTER'S,1381720.0,restaurant,2013-10-29,41.88066457839605,-87.6270893644417,2013,Restaurant
162721,1370141,PITA XPRESS GRILL,2189028.0,restaurant,2013-10-31,41.99755417277127,-87.69377017915909,2013,Restaurant
162722,1360354,VEE-VEE'S AFRICAN RESTAURANT,26898.0,restaurant,2013-08-19,41.99551563607673,-87.66058139230817,2013,Restaurant
162727,1324666,MCFADDEN'S,36827.0,restaurant,2013-09-10,41.90414745560731,-87.62882996333285,2013,Restaurant
162729,1324687,STARBUCKS COFFEE #2334,23108.0,restaurant,2013-09-23,41.91048586948467,-87.63191765611543,2013,Restaurant
162730,1324712,"LAMADIA - ART OF PIZZA, LOVE OF WINE",1821067.0,restaurant,2013-10-04,41.891527574142366,-87.63034188036501,2013,Restaurant
162734,1228140,NEW HAPPY CHEF,2027707.0,restaurant,2013-09-05,41.85323593504712,-87.63431889083512,2013,Restaurant
162735,1324661,JUBBA RESTAURANT INC.,1998906.0,restaurant,2013-09-09,41.90393925863843,-87.63610772554479,2013,Restaurant
162736,1188758,ANASTASIA RESTAURANT,1488907.0,restaurant,2013-10-11,41.93127935590753,-87.75730168895359,2013,Restaurant
162738,1360489,MARBLE,1887555.0,restaurant,2013-08-26,41.91725149573076,-87.71020612797271,2013,Restaurant
162744,1369874,INGS CHINA KING,2196818.0,restaurant,2013-10-22,41.99496878030707,-87.78543707203039,2013,Restaurant
162745,1365313,THE WESTIN MICHIGAN AVENUE,37656.0,restaurant,2013-10-11,41.89953902796158,-87.62398900032618,2013,Restaurant
162748,1369635,"LA CHIQUITA BAKERY, INC.",2289035.0,restaurant,2013-10-11,41.77879075638504,-87.70756127455464,2013,Restaurant
162750,1367340,CHICAGO STEAK & LEMONADE INC.,1595358.0,restaurant,2013-10-16,41.86629065519555,-87.72456177467829,2013,Restaurant
162755,1235967,LINDO GUADALAJARA RESTAURANT,2196302.0,restaurant,2013-09-09,41.96881929760112,-87.66733832251319,2013,Restaurant
162756,1389217,POPEYE'S #9104,1908150.0,restaurant,2013-10-22,41.946623228221306,-87.68802683245612,2013,Restaurant
162757,1365302,PELAGO,1954028.0,restaurant,2013-10-03,41.89913525470018,-87.62178526239309,2013,Restaurant
162758,1343422,RUSH UNIVERSITY MEDICAL CENTER,11180.0,restaurant,2013-08-21,41.87409300990204,-87.66925602002334,2013,Restaurant
162761,1361420,ROOTSTOCK WINE & BEER BAR,1927492.0,restaurant,2013-10-17,41.89909971202615,-87.69693329902871,2013,Restaurant
162763,1115116,DQ LUXURY REFLEXOLOGY MASSAGE,2134517.0,restaurant,2013-11-05,41.8702503903183,-87.62427758029956,2013,Restaurant
162764,1114991,EXCHEQUER RESTAURANT,1732.0,restaurant,2013-08-27,41.87890403884019,-87.62625048034315,2013,Restaurant
162766,1361371,La Michoacana Natural,2270685.0,restaurant,2013-09-27,41.92126173368335,-87.78003808849317,2013,Restaurant
162768,1151549,HAPPY CAKE,2109246.0,restaurant,2013-08-15,41.857991233966445,-87.6609970454508,2013,Restaurant
162775,1345612,LA CATRINA,2134788.0,restaurant,2013-10-28,41.93199056575183,-87.71957718093888,2013,Restaurant
162776,1072548,HOMIES KITCHEN,2158662.0,restaurant,2013-09-13,41.76871573470448,-87.6589218559854,2013,Restaurant
162778,1324746,OASIS CAFE,1898430.0,restaurant,2013-10-24,41.88256706583192,-87.62607878323935,2013,Restaurant
162779,1360324,RISTORANTE AGOSTINO,9523.0,restaurant,2013-08-16,41.93133954522792,-87.80636676313536,2013,Restaurant
162780,1360390,B AND J RESTAURANT INC,1254.0,restaurant,2013-08-20,41.9802687522649,-87.80254235319276,2013,Restaurant
162787,1345549,YONDER CHICAGO,2284775.0,restaurant,2013-09-18,41.88192156256051,-87.62606305984501,2013,Restaurant
162791,1110383,AMC THEATRES RIVER EAST 21,1799069.0,restaurant,2013-10-01,41.891133170854566,-87.61916020704619,2013,Restaurant
162795,1110373,CITE RESTAURANT,1092606.0,restaurant,2013-09-09,41.89127929349215,-87.61410753333017,2013,Restaurant
162797,1345440,UNIVERSITY CLUB OF CHICAGO,36890.0,restaurant,2013-08-09,41.88092403509479,-87.62493419985192,2013,Restaurant
162801,1369466,TASTE FROM INDIA,2278453.0,restaurant,2013-10-04,41.83826030922195,-87.62150105304843,2013,Restaurant
162805,1370142,HotChocolate,1572999.0,restaurant,2013-10-31,41.91367837129988,-87.67738839670973,2013,Restaurant
162806,1345538,THE FAIRMONT CHICAGO,1573767.0,restaurant,2013-09-12,41.886005833425465,-87.62082895674074,2013,Restaurant
162807,1329582,CHETTI NADU PALACE,2293465.0,restaurant,2013-10-28,41.99753534020119,-87.69482177020934,2013,Restaurant
162812,1188718,MOM'S BBQ,1954039.0,restaurant,2013-09-24,41.931094868682656,-87.77134438272313,2013,Restaurant
162817,1369758,ADOBE HAROLD CHICKEN SHACK,2252226.0,restaurant,2013-10-17,41.8808046152,-87.71137549591673,2013,Restaurant
162820,1106951,7 ELEVEN #36793 A,2263936.0,restaurant,2013-10-31,41.95820122649016,-87.65303477243236,2013,Restaurant
162822,1361202,SEPIA,2093247.0,restaurant,2013-09-24,41.88430907469268,-87.64258376979427,2013,Restaurant
162825,1296517,BJ'S MARKET & BAKERY,55054.0,restaurant,2013-08-14,41.73585957574674,-87.58577161179068,2013,Restaurant
162827,1199151,TZATZIKI GRILL,2094597.0,restaurant,2013-10-22,41.92783381766517,-87.6416588091054,2013,Restaurant
162828,1329493,Booil Restaurant,1990863.0,restaurant,2013-09-04,41.98312305188657,-87.71321223490351,2013,Restaurant
162831,1236036,PAULYS PIZZARIA WRIGLEYVILLE,1959158.0,restaurant,2013-10-16,41.94621696712444,-87.65555157683379,2013,Restaurant
162834,1092677,RED MANGO,2184143.0,restaurant,2013-10-23,41.918261583575294,-87.65029313626188,2013,Restaurant
162835,1286345,SCHWA,1616762.0,restaurant,2013-10-08,41.9089186203196,-87.66779136577513,2013,Restaurant
162836,1369553,CJ'S GRILL,1927494.0,restaurant,2013-10-04,41.99347585382477,-87.66022730506967,2013,Restaurant
162843,1188697,"TAQUERIA EL AGUILA REAL, INC",33511.0,restaurant,2013-08-26,41.961298161733566,-87.70795210214149,2013,Restaurant
162844,1345557,QDOBA MEXICAN GRILL #02723,2129234.0,restaurant,2013-09-20,41.88745658361914,-87.62469910072792,2013,Restaurant
162845,1319856,POLK STREET CO.,29507.0,restaurant,2013-10-24,41.87211261426958,-87.64130525460628,2013,Restaurant
162846,1345509,SOPRAFFINA MARKET CAFE,1224221.0,restaurant,2013-09-04,41.88807942610461,-87.62404736976374,2013,Restaurant
162848,1228104,LAO BEIJING RESTAURANT,1883999.0,restaurant,2013-08-16,41.85368163673152,-87.63339594961039,2013,Restaurant
162849,1345553,CARDOZO'S PUB,54103.0,restaurant,2013-09-19,41.88331726083294,-87.63302428430005,2013,Restaurant
162850,1228181,TOMMY GUN'S GARAGE,1403652.0,restaurant,2013-09-19,41.853766723134726,-87.6256651668642,2013,Restaurant
162852,1369817,KATAKANA & FIESTA & KOKO GRILL,1992181.0,restaurant,2013-10-18,41.91737007807033,-87.6982492595568,2013,Restaurant
162853,1369987,NORTH SHORE BANQUET,74496.0,restaurant,2013-10-25,41.99756426148132,-87.69314155811028,2013,Restaurant
162854,1199169,KOOKABURRA PLAY CAFE,2158100.0,restaurant,2013-10-28,41.92303369232139,-87.66616336828699,2013,Restaurant
162858,1369847,Leo's Coney Island,1986879.0,restaurant,2013-10-21,41.945073982933394,-87.66381617475186,2013,Restaurant
162859,1114981,THE SCOUT,2084171.0,restaurant,2013-08-19,41.86567654331935,-87.62564984178259,2013,Restaurant
162862,1369443,WAFA PITA QUEEN INC.,2104304.0,restaurant,2013-10-03,41.934025827790535,-87.64604914362693,2013,Restaurant
162867,1345592,DUNLAYS ON THE SQUARE,1046040.0,restaurant,2013-10-22,41.92786354046742,-87.70641510084438,2013,Restaurant
162868,1360479,THE WINDSOR,1682368.0,restaurant,2013-08-23,41.96315881688357,-87.75684243172473,2013,Restaurant
162869,1367316,Coleman's Barbeque 2 LLC,2184968.0,restaurant,2013-10-04,41.89489780458396,-87.76984310664683,2013,Restaurant
162873,1114971,CAVANAUGH'S BAR & RESTAURANT,75484.0,restaurant,2013-08-14,41.878050680824906,-87.62978100842273,2013,Restaurant
162874,1361096,KABAB CUISINE 2,2014076.0,restaurant,2013-09-18,41.996139331170895,-87.71696834498202,2013,Restaurant
162876,1319842,MOD PIZZA,1969051.0,restaurant,2013-10-21,41.88170932781564,-87.65806721526003,2013,Restaurant
162879,1319751,ORIGINAL PANCAKE HOUSE,18781.0,restaurant,2013-09-09,41.8023571799638,-87.58853744383009,2013,Restaurant
162882,1369431,M. HENRY,1960180.0,restaurant,2013-10-03,41.98559673197454,-87.66907264871382,2013,Restaurant
162886,1354162,STARDUST,15193.0,restaurant,2013-08-08,41.98498351871542,-87.77641784679408,2013,Restaurant
162889,1296604,THE GALLERY CAFE,81276.0,restaurant,2013-09-30,41.91067166592455,-87.67251693297652,2013,Restaurant
162890,1092573,BASIL LEAF CAFE/SAGE,1937482.0,restaurant,2013-08-23,41.92716896806323,-87.64126869571744,2013,Restaurant
162892,1106915,The Moose Grill,2069638.0,restaurant,2013-10-16,42.012428249747394,-87.69986135495242,2013,Restaurant
162895,1166371,RIVIERA MAYA,2157276.0,restaurant,2013-08-20,41.95399669451661,-87.71937320043452,2013,Restaurant
162896,1106806,THAI AROMA INC,1909730.0,restaurant,2013-08-28,41.95798395215896,-87.65289437913422,2013,Restaurant
162899,1329521,JESS CAFE,1817894.0,restaurant,2013-09-18,41.93839141038951,-87.77211894533082,2013,Restaurant
162900,1305379,M & J TAVERN INC,3697.0,restaurant,2013-08-27,41.83002670050035,-87.69249442089979,2013,Restaurant
162901,1110374,HAMPTON INN AND HOMEWOOD SUITES CHICAGODOWNTOWN/MA,1817133.0,restaurant,2013-09-18,41.8950607856812,-87.62350750911575,2013,Restaurant
162902,1391208,SCHOOLYARD TAVERN & GRILL,1227983.0,restaurant,2013-10-18,41.94153945604474,-87.66401205716195,2013,Restaurant
162907,1360723,BOUSTAN,2163633.0,restaurant,2013-09-06,41.92738885343592,-87.70442805668638,2013,Restaurant
162909,1369557,JOHNNY'S GRILL,1769266.0,restaurant,2013-10-09,41.92787854149625,-87.70692518909259,2013,Restaurant
162912,1360441,DUNKIN DONUTS/BASKIN ROBIN,1675002.0,restaurant,2013-08-22,41.97591106463358,-87.78772272010706,2013,Restaurant
162914,1369211,FRIDA'S,1948701.0,restaurant,2013-09-25,41.95045847281244,-87.66396415892734,2013,Restaurant
162915,1360844,Lawrence Restaurant,1277782.0,restaurant,2013-09-11,41.96918742738737,-87.65573364991938,2013,Restaurant
162918,1360857,LITTLE QUIAPO RESTAURANT,1740130.0,restaurant,2013-09-11,41.99563177556418,-87.71270678169132,2013,Restaurant
162921,1236057,CHILI'S T-I,34169.0,restaurant,2013-10-28,42.008536400868735,-87.91442843927047,2013,Restaurant
162922,1370004,MARCELA'S RESTAURANT,1874709.0,restaurant,2013-10-28,41.92453324764133,-87.71386844484053,2013,Restaurant
162923,1199004,PANERA CARES,2153453.0,restaurant,2013-08-12,41.93291622396691,-87.64460350952312,2013,Restaurant
162924,1367375,EL CHARRO RESTAURANT INC,38784.0,restaurant,2013-11-05,41.92491617021063,-87.70086165911447,2013,Restaurant
162926,1319898,GYROS 47,2153142.0,restaurant,2013-11-08,41.80947737172955,-87.61758853954332,2013,Restaurant
162929,1343459,CHICKIE'S RESTAURANT CO. INC.,2148062.0,restaurant,2013-09-17,41.83938905272788,-87.72427111249547,2013,Restaurant
162930,1360858,Charminar Fine Dining & Grill,2141538.0,restaurant,2013-09-11,41.99737112616464,-87.6924607091029,2013,Restaurant
162932,1319857,PINK MONKEY / NEW YORK STRIP,52862.0,restaurant,2013-10-24,41.87204626658311,-87.64102470530548,2013,Restaurant
162933,1192210,HIGGINS DONUT INC.,1772294.0,restaurant,2013-09-13,41.97293449423836,-87.77778665200465,2013,Restaurant
162937,1228146,TRISTANS,1979853.0,restaurant,2013-09-09,41.80896449953548,-87.63443349975108,2013,Restaurant
162938,1361110,KIM AND SCOTT'S CAFE TWIST,2032850.0,restaurant,2013-09-20,41.92227753141586,-87.64454446144859,2013,Restaurant
162939,1369649,MR.TACO,2099526.0,restaurant,2013-10-11,41.942717387425816,-87.64463491821648,2013,Restaurant
162942,1199123,ELEVEN CITY DINER,2277417.0,restaurant,2013-10-03,41.92390630404291,-87.63928669557026,2013,Restaurant
162944,1296640,ATOMIX CAFE,2088498.0,restaurant,2013-10-16,41.895804659381085,-87.67690902890348,2013,Restaurant
162945,1106971,BUZZ,2278116.0,restaurant,2013-11-13,41.95406040484088,-87.6777270876177,2013,Restaurant
162948,1360347,HOUSE OF FORTUNE,1144200.0,restaurant,2013-08-19,41.848992426158325,-87.63178213569165,2013,Restaurant
162952,1115124,ASIAN OUTPOST,2246746.0,restaurant,2013-11-12,41.86535433169541,-87.62563915695526,2013,Restaurant
162953,1324674,STARBUCKS COFFEE #2412,23132.0,restaurant,2013-09-12,41.90447254385478,-87.64033362435434,2013,Restaurant
162954,1360381,BULL-EH-DIA'S TAPAS BAR,1879658.0,restaurant,2013-08-20,41.94857494664379,-87.66390869973162,2013,Restaurant
162956,1360860,MARISCOS LUIS,1514084.0,restaurant,2013-09-12,41.84646241104122,-87.70371913510672,2013,Restaurant
162961,1319775,"ONE STOP SHOP FOOD MART, INC.",2284744.0,restaurant,2013-09-19,41.81531320103716,-87.60653019507049,2013,Restaurant
162966,1296595,"THE NEW THREE HAPPINESS, INC",74095.0,restaurant,2013-09-26,41.853173344471685,-87.63193205553394,2013,Restaurant
162968,1092618,VINCI,27121.0,restaurant,2013-09-18,41.913773135889954,-87.64850695298132,2013,Restaurant
162969,1174627,"OH, OLIVE",2152397.0,restaurant,2013-11-04,41.884187507127805,-87.64111966683218,2013,Restaurant
162971,1099163,MEDITERRANEAN GRILL & CUISINE,1974613.0,restaurant,2013-08-27,41.96521835629328,-87.6861565375089,2013,Restaurant
162976,1319798,Benjyehuda,2113802.0,restaurant,2013-09-30,41.87694976976301,-87.63410369458802,2013,Restaurant
162977,1360908,SHAW'S CRAB HOUSE,9278.0,restaurant,2013-09-12,41.889971085414,-87.6270747744828,2013,Restaurant
162980,1115073,GREEN APPLE YOUGURT & MORE,2069523.0,restaurant,2013-10-11,41.88601805296936,-87.63083645691519,2013,Restaurant
162982,1114977,SPANGLISH MEXICAN KITCHEN,2202296.0,restaurant,2013-08-16,41.87467595039385,-87.62746710672117,2013,Restaurant
162988,1391212,MICKEY'S GRILL & PUB,1547911.0,restaurant,2013-10-24,41.93363706398031,-87.6444837305273,2013,Restaurant
162989,1369770,REHMANIA LUPOS FISH AND CHICKEN,2115107.0,restaurant,2013-10-17,41.7652957077341,-87.64426896091481,2013,Restaurant
162993,1367294,"J.FC JERK AND FRIED CHICKEN,G",2098351.0,restaurant,2013-09-26,41.88585155886948,-87.74553252617808,2013,Restaurant
162996,1106778,FESTUS ENTERPRISES CORP,1771994.0,restaurant,2013-08-21,41.94935685725333,-87.6755813699831,2013,Restaurant
